vX7Wu,Stress_Level,Hours_Worked_Per_Week,Job_Role,industriousness,Employee_ID,Social_Isolation_Rating,Access_to_Mental_Health_Resources,Age,Physical_Activity,Years_of_Experience
5,High,21,Data Scientist,Retail,EMP3758,3,Yes,37,None,27
4,Low,24,Designer,Manufacturing,EMP3759,2,No,51,Daily,3
1,Low,46,Data Scientist,Finance,EMP3760,5,Yes,45,Daily,23
9,Medium,25,Data Scientist,Education,EMP3761,2,Yes,25,None,25
5,Medium,32,HR,Manufacturing,EMP3762,1,Yes,36,None,2
4,High,52,Software Engineer,Retail,EMP3763,1,No,41,None,23
4,Low,59,Designer,Manufacturing,EMP3764,2,No,35,Weekly,35
4,Low,22,Software Engineer,Consulting,EMP3765,2,Yes,53,Weekly,35
4,Medium,32,Project Manager,IT,EMP3766,3,Yes,48,Daily,7
1,High,44,HR,Consulting,EMP3767,5,Yes,29,None,31
9,Medium,55,Sales,Consulting,EMP3768,3,Yes,48,Weekly,10
7,High,31,Software Engineer,Education,EMP3769,3,No,57,Daily,25
5,Low,58,Project Manager,Manufacturing,EMP3770,3,Yes,41,Weekly,23
5,Low,20,Sales,Healthcare,EMP3771,5,No,31,Weekly,26
5,Medium,55,Project Manager,Education,EMP3772,4,No,51,Weekly,35
5,High,20,Project Manager,Consulting,EMP3773,3,No,40,Daily,3
1,High,37,HR,Consulting,EMP3774,1,Yes,29,Daily,29
4,Low,59,Software Engineer,Retail,EMP3775,5,No,43,Daily,8
2,High,45,HR,IT,EMP3776,4,No,45,Daily,1
1,Low,41,Marketing,Consulting,EMP3777,2,No,27,None,1
2,Medium,28,Sales,Healthcare,EMP3778,4,Yes,56,Weekly,14
2,High,40,HR,Manufacturing,EMP3779,5,Yes,22,Daily,30
1,Medium,48,HR,Manufacturing,EMP3780,4,Yes,56,Daily,25
2,High,55,Sales,Finance,EMP3781,3,No,32,None,2
5,High,41,Data Scientist,Education,EMP3782,4,No,60,Weekly,32
5,High,32,Project Manager,Manufacturing,EMP3783,4,No,34,Daily,11
9,Low,27,Designer,Manufacturing,EMP3784,1,Yes,24,Daily,20
1,Medium,51,Project Manager,Education,EMP3785,3,Yes,55,Daily,29
4,Low,50,Marketing,Healthcare,EMP3786,4,No,47,None,17
8,High,20,HR,Consulting,EMP3787,2,Yes,39,Daily,27
2,Medium,21,Project Manager,Retail,EMP3788,1,No,23,None,23
4,High,23,Data Scientist,Education,EMP3789,1,No,24,Weekly,9
3,High,26,Project Manager,Finance,EMP3790,1,No,51,Daily,17
3,Medium,49,Project Manager,Healthcare,EMP3791,3,No,36,Daily,34
5,Medium,26,Data Scientist,Retail,EMP3792,2,No,37,Weekly,7
1,Medium,31,HR,Retail,EMP3793,3,Yes,28,Weekly,6
10,Low,40,Designer,IT,EMP3794,3,Yes,40,Weekly,26
3,Medium,29,Sales,Manufacturing,EMP3795,4,Yes,54,Daily,10
9,Medium,30,Project Manager,IT,EMP3796,3,No,41,Daily,13
1,High,56,HR,Healthcare,EMP3797,1,No,46,Weekly,32
6,Medium,28,Designer,Healthcare,EMP3798,3,No,49,Weekly,26
10,Low,31,Data Scientist,Consulting,EMP3799,5,Yes,47,None,27
6,Low,49,Project Manager,Education,EMP3800,4,No,49,Weekly,7
5,Low,24,HR,Consulting,EMP3801,3,Yes,59,Daily,32
3,Medium,38,Data Scientist,Manufacturing,EMP3802,4,Yes,37,Daily,21
10,Medium,32,Data Scientist,IT,EMP3803,1,No,37,Weekly,7
4,Medium,59,Sales,Healthcare,EMP3804,5,Yes,24,None,31
2,Low,39,Designer,Manufacturing,EMP3805,4,Yes,42,Daily,7
1,High,23,Designer,Healthcare,EMP3806,4,No,56,Daily,28
5,High,31,Sales,Education,EMP3807,2,No,33,None,14
9,Low,41,Marketing,IT,EMP3808,4,Yes,22,Weekly,20
2,Medium,37,Software Engineer,Education,EMP3809,2,No,32,None,19
5,High,37,Sales,Healthcare,EMP3810,5,Yes,56,Weekly,30
5,Low,28,Designer,Manufacturing,EMP3811,3,Yes,36,Weekly,11
5,Medium,59,Sales,IT,EMP3812,4,Yes,45,Daily,23
8,High,57,Sales,IT,EMP3813,2,No,60,Daily,1
3,Medium,53,Marketing,Finance,EMP3814,1,No,59,None,7
3,High,26,Project Manager,Education,EMP3815,4,No,39,None,6
2,Low,25,HR,Finance,EMP3816,1,Yes,58,Daily,6
7,High,21,Project Manager,Retail,EMP3817,4,No,42,Weekly,28
1,Medium,59,Marketing,IT,EMP3818,4,No,53,Weekly,15
1,High,48,HR,Healthcare,EMP3819,5,Yes,41,Daily,30
4,Low,38,Sales,Retail,EMP3820,5,No,59,Weekly,13
1,High,37,Sales,Retail,EMP3821,5,Yes,28,Daily,14
3,Medium,28,Designer,Education,EMP3822,5,No,37,Weekly,31
4,High,33,Software Engineer,Finance,EMP3823,3,Yes,27,Daily,26
2,High,51,Marketing,Finance,EMP3824,1,No,49,None,33
2,High,44,Data Scientist,Retail,EMP3825,2,No,26,Weekly,5
2,Low,42,Project Manager,Finance,EMP3826,4,No,31,None,29
2,High,52,Data Scientist,Manufacturing,EMP3827,1,Yes,39,None,10
1,Medium,24,Software Engineer,Manufacturing,EMP3828,1,No,34,Weekly,13
8,Medium,40,HR,Consulting,EMP3829,1,Yes,42,None,32
3,Low,53,HR,Manufacturing,EMP3830,4,No,22,Weekly,10
2,High,45,Designer,IT,EMP3831,4,No,25,None,6
3,High,38,HR,Education,EMP3832,3,Yes,59,Daily,29
2,Medium,24,Software Engineer,Healthcare,EMP3833,1,No,46,Weekly,11
8,Low,31,HR,Finance,EMP3834,2,No,51,None,4
5,High,59,Marketing,Retail,EMP3835,2,No,60,Daily,32
3,Medium,58,Sales,Finance,EMP3836,5,Yes,47,Weekly,19
2,Low,28,Sales,IT,EMP3837,3,No,56,None,21
1,High,33,Marketing,Consulting,EMP3838,3,No,48,Daily,19
5,High,56,Designer,Healthcare,EMP3839,3,No,40,Daily,11
4,Medium,32,Software Engineer,IT,EMP3840,3,No,25,Daily,24
5,Low,38,Project Manager,Finance,EMP3841,4,No,34,Daily,26
4,High,43,HR,Finance,EMP3842,3,No,59,None,32
1,Medium,36,Data Scientist,Manufacturing,EMP3843,3,No,54,Weekly,10
8,High,57,HR,Retail,EMP3844,1,No,44,Weekly,9
2,High,55,Sales,Retail,EMP3845,1,No,25,None,18
3,Medium,37,Software Engineer,Healthcare,EMP3846,3,No,57,None,5
2,Medium,22,Designer,Consulting,EMP3847,4,No,44,Weekly,29
3,Low,40,HR,Finance,EMP3848,5,No,29,None,15
2,Medium,36,Project Manager,Consulting,EMP3849,1,Yes,43,Weekly,34
5,Medium,57,Project Manager,Healthcare,EMP3850,4,No,48,None,16
3,High,52,Designer,Retail,EMP3851,4,No,31,Daily,34
3,High,54,Designer,Consulting,EMP3852,5,No,49,Daily,17
2,Low,49,Data Scientist,IT,EMP3853,4,No,45,None,11
5,High,30,Data Scientist,Education,EMP3854,3,Yes,52,Daily,6
5,Low,26,Project Manager,Education,EMP3855,1,No,47,Daily,34
7,High,38,Marketing,Retail,EMP3856,1,Yes,38,Weekly,7
4,Low,27,Project Manager,IT,EMP3857,3,Yes,36,None,17
3,Medium,31,Software Engineer,Retail,EMP3858,2,Yes,56,Weekly,11
5,High,33,Project Manager,IT,EMP3859,2,Yes,42,None,34
1,Low,48,Sales,Education,EMP3860,4,No,41,None,1
2,Low,20,Project Manager,Finance,EMP3861,1,No,33,Weekly,23
10,Low,47,Sales,IT,EMP3862,3,No,25,Weekly,25
1,Low,40,Sales,IT,EMP3863,4,No,36,None,10
1,Low,30,Sales,Finance,EMP3864,4,No,53,Daily,35
2,High,52,Sales,IT,EMP3865,3,Yes,56,Weekly,18
1,Low,48,Sales,IT,EMP3866,1,No,51,None,20
3,Low,41,Project Manager,Finance,EMP3867,1,Yes,52,None,23
3,High,54,Sales,Manufacturing,EMP3868,5,No,30,Weekly,19
2,Medium,41,Marketing,IT,EMP3869,3,No,28,Daily,32
4,Low,40,Sales,Manufacturing,EMP3870,3,Yes,44,None,34
4,Low,43,Software Engineer,IT,EMP3871,5,No,45,Daily,12
3,High,55,HR,Healthcare,EMP3872,2,No,23,Weekly,8
1,Medium,46,HR,Retail,EMP3873,2,No,44,Daily,11
3,Medium,36,Software Engineer,Consulting,EMP3874,3,Yes,51,Daily,22
2,Low,54,Data Scientist,Finance,EMP3875,5,No,26,Weekly,7
5,High,34,Designer,Education,EMP3876,1,No,29,None,26
1,Low,41,Data Scientist,Education,EMP3877,3,No,45,None,20
1,High,53,Designer,Retail,EMP3878,4,Yes,49,None,2
4,Low,46,Project Manager,Consulting,EMP3879,5,No,50,None,10
2,Low,35,Project Manager,Manufacturing,EMP3880,1,No,32,None,23
3,High,44,Project Manager,Healthcare,EMP3881,5,No,28,Weekly,35
4,High,20,Software Engineer,Education,EMP3882,1,No,22,None,11
3,High,37,Project Manager,Consulting,EMP3883,1,No,50,Weekly,22
4,Low,57,Project Manager,Finance,EMP3884,4,Yes,31,Daily,25
5,Medium,20,Sales,Finance,EMP3885,4,No,27,Daily,14
9,High,54,Marketing,Manufacturing,EMP3886,4,No,25,None,5
1,High,53,Marketing,IT,EMP3887,1,Yes,43,Daily,35
4,Low,53,Marketing,Healthcare,EMP3888,1,No,48,None,18
8,Medium,25,Marketing,Manufacturing,EMP3889,5,No,24,None,15
2,Medium,28,Data Scientist,Consulting,EMP3890,5,No,30,Daily,9
3,High,42,Marketing,Finance,EMP3891,3,No,50,None,18
5,Low,44,Designer,Healthcare,EMP3892,2,No,42,Weekly,8
3,High,23,Sales,Manufacturing,EMP3893,5,No,50,Daily,1
1,Low,57,Software Engineer,Retail,EMP3894,1,Yes,51,Weekly,32
9,Medium,41,Data Scientist,Education,EMP3895,5,Yes,57,None,8
5,Low,42,Designer,Education,EMP3896,5,No,29,Weekly,33
2,High,56,Designer,Manufacturing,EMP3897,5,No,28,None,22
3,High,23,HR,Healthcare,EMP3898,5,No,55,None,16
10,High,58,Project Manager,Education,EMP3899,3,No,59,Weekly,15
1,High,43,Data Scientist,Consulting,EMP3900,4,Yes,55,None,32
4,Low,41,HR,IT,EMP3901,2,No,57,Weekly,16
-1,Medium,33,HR,Finance,EMP3902,5,Yes,43,Daily,19
4,Low,53,HR,Manufacturing,EMP3903,2,Yes,25,Daily,33
8,High,23,HR,Consulting,EMP3904,3,Yes,52,Weekly,22
3,High,21,Designer,Finance,EMP3905,4,No,49,Weekly,8
2,High,28,Project Manager,IT,EMP3906,5,Yes,38,Daily,3
3,High,52,Project Manager,Healthcare,EMP3907,3,No,50,Weekly,19
4,High,38,Software Engineer,Consulting,EMP3908,4,Yes,33,None,5
5,High,25,Designer,Manufacturing,EMP3909,2,Yes,51,None,5
2,Low,49,Marketing,Healthcare,EMP3910,3,Yes,51,Weekly,24
3,Low,37,Software Engineer,IT,EMP3911,1,No,58,Daily,14
8,Low,33,Software Engineer,Education,EMP3912,1,No,34,None,35
3,Medium,42,Designer,Finance,EMP3913,3,No,53,Weekly,11
8,Medium,42,Software Engineer,Retail,EMP3914,3,No,59,Weekly,24
3,High,23,HR,Consulting,EMP3915,3,Yes,22,None,28
5,Medium,50,Project Manager,Healthcare,EMP3916,2,No,50,None,34
9,Medium,37,Marketing,Consulting,EMP3917,4,No,30,Weekly,9
2,Low,59,Data Scientist,Healthcare,EMP3918,3,No,32,Weekly,17
9,Low,34,Project Manager,Finance,EMP3919,5,Yes,55,None,10
8,High,59,Marketing,Education,EMP3920,1,No,52,Daily,27
8,High,50,Sales,IT,EMP3921,3,No,45,None,25
3,Low,34,Data Scientist,Education,EMP3922,3,No,32,Weekly,31
10,Low,27,Data Scientist,Retail,EMP3923,1,Yes,44,Weekly,9
3,Medium,42,Marketing,Healthcare,EMP3924,2,No,39,Daily,24
5,Medium,50,Marketing,Healthcare,EMP3925,1,Yes,23,None,5
3,Low,41,Designer,IT,EMP3926,4,No,42,Daily,15
4,Low,29,Project Manager,Healthcare,EMP3927,2,No,44,Weekly,8
2,Low,28,Project Manager,Manufacturing,EMP3928,4,No,23,Daily,29
3,Medium,20,HR,Manufacturing,EMP3929,3,Yes,34,Daily,24
3,High,51,Sales,Finance,EMP3930,1,Yes,28,Weekly,33
2,High,22,Project Manager,Manufacturing,EMP3931,2,No,28,Daily,34
2,Low,54,Data Scientist,Healthcare,EMP3932,1,Yes,23,None,18
6,High,43,Designer,Retail,EMP3933,4,Yes,57,Daily,30
2,Medium,23,Project Manager,Healthcare,EMP3934,3,No,27,Daily,9
4,Medium,41,Data Scientist,Consulting,EMP3935,4,Yes,35,Daily,35
5,Medium,57,Project Manager,Consulting,EMP3936,2,No,40,None,1
2,Medium,25,Sales,IT,EMP3937,2,No,37,Weekly,3
2,High,35,Designer,Retail,EMP3938,2,Yes,59,None,15
4,Low,44,HR,Consulting,EMP3939,5,No,33,Daily,31
9,High,23,Sales,IT,EMP3940,4,No,27,Weekly,27
2,High,32,Project Manager,Education,EMP3941,1,No,42,None,13
1,High,20,Designer,Healthcare,EMP3942,2,No,50,Weekly,19
1,Low,54,Project Manager,Healthcare,EMP3943,4,Yes,45,None,20
3,High,44,Software Engineer,Healthcare,EMP3944,5,No,45,None,4
3,High,41,HR,Healthcare,EMP3945,3,No,53,None,9
10,Medium,59,Project Manager,Education,EMP3946,5,Yes,49,Daily,22
2,Medium,37,Designer,IT,EMP3947,3,No,30,Daily,19
10,Medium,29,Project Manager,Manufacturing,EMP3948,5,No,56,None,35
3,Low,38,Marketing,Healthcare,EMP3949,1,No,57,None,15
3,Low,38,Data Scientist,Finance,EMP3950,2,No,56,None,6
1,Medium,21,Designer,Finance,EMP3951,2,No,49,Weekly,10
2,Medium,34,Marketing,IT,EMP3952,4,Yes,27,Weekly,21
7,Low,48,Designer,IT,EMP3953,1,Yes,40,Weekly,12
3,Medium,46,Data Scientist,Retail,EMP3954,2,No,53,Daily,21
4,Medium,32,Software Engineer,Healthcare,EMP3955,4,No,49,Daily,8
2,High,54,Project Manager,Education,EMP3956,4,No,59,Weekly,24
5,High,37,Sales,Retail,EMP3957,2,Yes,35,Daily,30
8,Low,29,Project Manager,Manufacturing,EMP3958,3,No,54,None,17
1,Medium,23,Software Engineer,Consulting,EMP3959,2,Yes,24,Weekly,30
3,Medium,28,HR,Finance,EMP3960,5,No,47,None,3
2,Low,30,Marketing,Finance,EMP3961,5,Yes,34,Daily,33
2,Medium,29,Data Scientist,Manufacturing,EMP3962,2,No,36,Daily,14
2,Low,54,HR,Retail,EMP3963,1,No,60,Daily,34
3,High,36,HR,Consulting,EMP3964,2,Yes,26,Daily,1
2,High,36,Marketing,IT,EMP3965,1,No,54,None,22
2,High,46,Data Scientist,Retail,EMP3966,1,No,41,Daily,10
1,Low,30,Designer,Manufacturing,EMP3967,5,Yes,58,Daily,2
4,High,46,Marketing,Retail,EMP3968,2,Yes,34,Daily,22
3,Low,20,Data Scientist,IT,EMP3969,5,No,57,Daily,21
3,High,45,Marketing,Finance,EMP3970,3,No,58,Weekly,5
4,Low,37,Marketing,Consulting,EMP3971,2,No,27,None,30
2,Low,36,Marketing,Finance,EMP3972,4,No,56,None,9
4,High,60,Data Scientist,Finance,EMP3973,4,No,27,None,4
5,Low,27,Sales,Finance,EMP3974,2,Yes,31,Weekly,32
7,Medium,47,Sales,Manufacturing,EMP3975,4,Yes,60,None,28
3,Low,46,HR,Healthcare,EMP3976,2,No,27,Weekly,2
2,Medium,58,Project Manager,Education,EMP3977,5,No,42,Daily,2
3,Low,33,Data Scientist,Retail,EMP3978,5,Yes,22,Daily,1
1,Medium,27,HR,IT,EMP3979,4,Yes,47,None,25
1,Medium,56,Project Manager,Consulting,EMP3980,4,Yes,50,Weekly,11
1,Low,32,Software Engineer,Manufacturing,EMP3981,4,Yes,43,Daily,21
2,High,31,HR,Manufacturing,EMP3982,5,Yes,37,Weekly,34
10,High,47,Data Scientist,Education,EMP3983,5,No,43,Daily,35
2,High,35,Designer,Finance,EMP3984,3,Yes,43,Weekly,29
2,High,52,Sales,Healthcare,EMP3985,4,Yes,45,Daily,28
4,Low,57,Project Manager,IT,EMP3986,2,Yes,44,Daily,7
2,Low,57,Designer,Retail,EMP3987,4,No,34,Daily,4
3,Low,38,HR,Manufacturing,EMP3988,4,No,29,Weekly,25
9,Low,22,Sales,Consulting,EMP3989,1,No,54,Daily,16
2,High,50,HR,IT,EMP3990,4,No,36,None,23
3,Medium,28,HR,Retail,EMP3991,3,Yes,46,Weekly,22
1,Low,22,Software Engineer,Healthcare,EMP3992,4,No,31,None,14
3,High,24,Sales,Healthcare,EMP3993,1,Yes,46,None,3
9,Low,32,Designer,Education,EMP3994,2,No,38,Daily,18
3,High,41,Sales,IT,EMP3995,5,Yes,25,None,27
5,High,21,Designer,Finance,EMP3996,4,No,50,None,6
1,High,53,Project Manager,Finance,EMP3997,2,No,58,Weekly,2
5,High,60,Project Manager,Education,EMP3998,4,Yes,47,Daily,19
7,Medium,56,Sales,Finance,EMP3999,3,Yes,27,Weekly,7
1,Low,34,HR,Consulting,EMP4000,4,No,24,Daily,11
8,Low,26,Project Manager,Retail,EMP4001,2,No,38,Daily,33
1,Medium,29,Designer,Manufacturing,EMP4002,5,No,38,Daily,22
5,High,36,Software Engineer,Finance,EMP4003,5,Yes,22,Weekly,16
4,Medium,25,Data Scientist,Consulting,EMP4004,4,Yes,40,None,8
8,High,31,Sales,Healthcare,EMP4005,1,No,39,Daily,20
-1,Low,38,Sales,Healthcare,EMP4006,5,No,43,Weekly,12
1,Low,41,Sales,Finance,EMP4007,2,Yes,44,Daily,12
5,High,34,Project Manager,IT,EMP4008,3,No,47,Daily,33
3,Medium,29,Project Manager,Finance,EMP4009,5,Yes,35,Weekly,24
4,Low,45,HR,Healthcare,EMP4010,5,Yes,23,Weekly,28
5,High,60,Project Manager,Healthcare,EMP4011,5,Yes,27,Daily,6
4,Medium,48,Project Manager,Education,EMP4012,5,Yes,47,None,12
5,High,23,HR,Healthcare,EMP4013,5,No,39,Weekly,3
1,Low,60,HR,Education,EMP4014,3,Yes,39,Daily,3
4,Low,37,Designer,Consulting,EMP4015,4,Yes,59,Weekly,6
2,Medium,34,HR,IT,EMP4016,1,Yes,52,Daily,34
3,High,54,Marketing,Education,EMP4017,5,No,29,None,23
7,High,29,Marketing,Education,EMP4018,1,No,51,Daily,32
1,Low,36,Designer,Consulting,EMP4019,1,No,23,Daily,10
1,Low,54,HR,Education,EMP4020,4,No,24,None,30
9,Low,55,Designer,Healthcare,EMP4021,2,Yes,41,None,18
4,Low,56,HR,Retail,EMP4022,4,No,52,None,16
4,High,48,Software Engineer,Healthcare,EMP4023,1,Yes,52,Weekly,3
5,High,52,Designer,Finance,EMP4024,2,Yes,37,Weekly,21
4,Medium,49,Software Engineer,Retail,EMP4025,3,Yes,57,None,8
2,Low,26,Data Scientist,Healthcare,EMP4026,3,Yes,51,None,6
4,High,21,Sales,Retail,EMP4027,3,Yes,45,Weekly,25
3,Medium,20,Project Manager,Retail,EMP4028,5,Yes,53,Daily,22
7,Medium,27,Marketing,IT,EMP4029,3,No,26,Daily,1
2,Low,54,Designer,Education,EMP4030,1,Yes,52,Weekly,25
3,Medium,23,Project Manager,Healthcare,EMP4031,1,No,39,Daily,12
2,High,53,Project Manager,Manufacturing,EMP4032,1,No,47,Daily,19
1,Low,57,Project Manager,Healthcare,EMP4033,4,Yes,32,Weekly,21
9,Medium,41,Project Manager,Healthcare,EMP4034,3,Yes,29,Weekly,28
3,Low,20,Project Manager,Retail,EMP4035,4,No,40,Daily,2
2,Medium,35,Software Engineer,Finance,EMP4036,5,No,44,Weekly,9
1,High,57,Marketing,Finance,EMP4037,1,Yes,53,None,10
2,Medium,50,Sales,Consulting,EMP4038,3,Yes,23,Daily,20
9,Medium,24,HR,Manufacturing,EMP4039,1,Yes,36,Weekly,26
5,Medium,25,Designer,Retail,EMP4040,4,No,39,None,9
4,Low,35,Marketing,IT,EMP4041,2,No,59,Daily,2
2,Low,37,HR,Healthcare,EMP4042,5,Yes,37,Daily,25
5,Medium,51,Software Engineer,IT,EMP4043,2,Yes,30,Weekly,4
8,High,47,Project Manager,Consulting,EMP4044,5,Yes,24,Daily,3
5,High,28,Software Engineer,Finance,EMP4045,3,Yes,47,None,15
3,High,33,Project Manager,Finance,EMP4046,3,No,59,Weekly,7
3,High,31,HR,Education,EMP4047,3,Yes,37,None,29
4,High,32,Marketing,IT,EMP4048,4,Yes,57,Weekly,5
3,Medium,38,Sales,Healthcare,EMP4049,1,Yes,30,None,9
2,High,49,Marketing,IT,EMP4050,2,No,39,None,24
8,High,59,Designer,Education,EMP4051,5,No,34,None,28
1,High,46,Marketing,Healthcare,EMP4052,2,No,48,Daily,13
3,High,31,Project Manager,Finance,EMP4053,4,No,58,Daily,27
1,Medium,22,Marketing,Retail,EMP4054,2,No,46,Weekly,29
3,High,41,Project Manager,Manufacturing,EMP4055,5,No,28,Daily,15
7,High,47,Software Engineer,Healthcare,EMP4056,3,Yes,23,Daily,22
3,Low,44,Software Engineer,Healthcare,EMP4057,3,Yes,54,None,32
4,Medium,50,HR,Consulting,EMP4058,2,No,43,Weekly,18
4,Low,55,Designer,Retail,EMP4059,3,Yes,41,Daily,25
3,Medium,54,Marketing,Finance,EMP4060,5,No,43,Weekly,30
5,Medium,27,HR,Education,EMP4061,5,Yes,36,Daily,1
2,Low,45,Software Engineer,Finance,EMP4062,4,No,58,None,12
2,Low,48,HR,IT,EMP4063,1,Yes,23,Daily,4
4,Low,58,Marketing,Finance,EMP4064,1,Yes,38,None,27
1,Low,20,Marketing,Consulting,EMP4065,4,Yes,35,Daily,28
10,Low,49,HR,Retail,EMP4066,3,No,51,Weekly,19
2,High,36,Software Engineer,Consulting,EMP4067,4,Yes,28,None,15
2,High,33,HR,Education,EMP4068,5,No,42,None,30
1,Low,40,Marketing,Consulting,EMP4069,2,Yes,56,Daily,11
10,Medium,20,Project Manager,IT,EMP4070,3,Yes,49,Weekly,35
5,High,28,Data Scientist,Retail,EMP4071,2,Yes,45,Weekly,31
2,Low,28,Sales,Healthcare,EMP4072,1,No,37,Weekly,14
8,High,31,Marketing,Retail,EMP4073,5,No,23,Weekly,9
2,Low,45,Data Scientist,Education,EMP4074,1,Yes,37,None,27
1,High,34,Data Scientist,Finance,EMP4075,1,Yes,59,Weekly,8
2,Medium,31,Software Engineer,Finance,EMP4076,2,Yes,50,Weekly,14
1,Medium,55,Data Scientist,Manufacturing,EMP4077,2,Yes,46,None,14
4,Medium,35,Data Scientist,Finance,EMP4078,5,No,54,Weekly,20
2,High,24,Marketing,Education,EMP4079,3,No,38,None,10
5,High,60,Designer,Finance,EMP4080,1,No,55,Weekly,17
2,Medium,20,Designer,IT,EMP4081,2,Yes,49,Daily,17
3,High,28,Sales,Education,EMP4082,3,Yes,41,Daily,19
3,Medium,26,Marketing,Retail,EMP4083,5,Yes,22,Daily,31
8,Medium,27,Project Manager,IT,EMP4084,1,No,52,Daily,35
5,Low,32,Marketing,Manufacturing,EMP4085,1,No,28,Daily,28
4,Medium,20,Project Manager,Retail,EMP4086,5,No,50,Weekly,20
2,High,43,Software Engineer,Finance,EMP4087,3,No,35,Weekly,6
2,Low,49,Project Manager,Education,EMP4088,3,No,33,Weekly,6
3,High,48,Marketing,Manufacturing,EMP4089,3,Yes,47,Weekly,9
1,Low,28,Designer,Retail,EMP4090,1,Yes,51,Weekly,26
1,Medium,25,HR,Education,EMP4091,3,No,57,Weekly,13
9,Low,40,HR,Education,EMP4092,5,Yes,59,Daily,10
4,High,52,Data Scientist,Education,EMP4093,3,No,25,Daily,34
4,Low,22,Marketing,Finance,EMP4094,2,No,42,Daily,18
3,Medium,28,Project Manager,Retail,EMP4095,4,No,34,None,31
9,Low,49,HR,Manufacturing,EMP4096,3,Yes,33,None,4
4,Medium,49,Data Scientist,Finance,EMP4097,2,No,23,None,24
2,High,57,Marketing,Education,EMP4098,3,No,23,None,31
4,Low,21,Data Scientist,IT,EMP4099,5,Yes,54,None,2
4,High,52,Project Manager,IT,EMP4100,3,No,34,Daily,25
5,High,40,Data Scientist,Retail,EMP4101,3,No,54,Weekly,24
3,High,46,Designer,IT,EMP4102,5,No,43,Weekly,14
2,High,48,Software Engineer,Consulting,EMP4103,2,Yes,53,None,34
5,Medium,47,Marketing,Consulting,EMP4104,2,Yes,59,None,12
2,Medium,48,HR,Consulting,EMP4105,3,No,33,None,29
4,Low,51,Data Scientist,IT,EMP4106,2,No,58,Daily,11
10,Medium,21,Marketing,Manufacturing,EMP4107,5,Yes,36,Daily,3
4,Low,60,Sales,Healthcare,EMP4108,1,Yes,27,Daily,8
2,Low,27,Designer,Finance,EMP4109,4,Yes,32,Daily,7
4,Medium,51,Sales,Manufacturing,EMP4110,3,Yes,40,Weekly,12
5,High,29,Data Scientist,Education,EMP4111,2,Yes,59,None,6
3,Medium,39,Data Scientist,Finance,EMP4112,4,Yes,55,Weekly,33
10,High,53,Sales,Consulting,EMP4113,2,No,24,Daily,18
3,Low,27,Marketing,Manufacturing,EMP4114,1,No,50,Daily,30
1,High,46,Sales,Retail,EMP4115,3,No,49,Daily,21
1,Low,42,Software Engineer,Manufacturing,EMP4116,1,No,46,None,26
5,Low,51,Marketing,Consulting,EMP4117,3,Yes,27,Weekly,22
1,Medium,22,HR,Manufacturing,EMP4118,1,No,47,None,35
5,High,40,Marketing,Retail,EMP4119,5,No,47,None,8
4,High,35,HR,Consulting,EMP4120,3,Yes,41,Weekly,21
3,High,33,Project Manager,Finance,EMP4121,5,No,30,Daily,12
2,High,45,HR,Retail,EMP4122,3,Yes,27,Daily,25
1,Medium,37,HR,Healthcare,EMP4123,1,No,48,Weekly,30
3,Medium,41,Sales,Education,EMP4124,5,No,28,Daily,13
4,Medium,52,Designer,IT,EMP4125,3,No,25,Daily,29
4,Low,54,HR,Education,EMP4126,4,No,31,Weekly,28
2,Low,52,Designer,Healthcare,EMP4127,4,Yes,30,Daily,12
4,High,32,Software Engineer,Education,EMP4128,1,No,30,None,13
3,High,44,Designer,Education,EMP4129,3,No,55,Weekly,5
2,Medium,57,HR,Retail,EMP4130,1,No,43,Weekly,18
8,High,43,Sales,Consulting,EMP4131,1,Yes,44,Daily,31
5,High,54,Designer,Retail,EMP4132,5,Yes,54,None,19
0,High,43,Data Scientist,IT,EMP4133,5,No,53,Weekly,32
10,High,32,Project Manager,Healthcare,EMP4134,5,Yes,53,None,25
3,High,58,Sales,Manufacturing,EMP4135,4,Yes,23,None,34
1,Medium,45,HR,Education,EMP4136,3,No,50,None,27
2,Low,49,Designer,Education,EMP4137,3,Yes,42,None,7
5,Medium,26,Project Manager,Consulting,EMP4138,4,Yes,47,Weekly,24
0,High,39,Designer,Retail,EMP4139,2,No,37,Daily,1
1,Low,28,HR,IT,EMP4140,4,Yes,40,Weekly,17
5,Medium,53,Marketing,Retail,EMP4141,4,Yes,43,Weekly,32
4,Low,22,Software Engineer,Manufacturing,EMP4142,4,Yes,33,Weekly,5
2,High,57,Project Manager,Education,EMP4143,4,Yes,53,Weekly,5
3,Medium,57,Sales,Healthcare,EMP4144,3,No,39,Daily,29
2,Low,59,HR,IT,EMP4145,1,Yes,44,Daily,3
9,Low,32,Data Scientist,IT,EMP4146,1,No,41,Weekly,16
2,High,54,Data Scientist,Manufacturing,EMP4147,1,Yes,49,Daily,6
2,Low,59,Software Engineer,Healthcare,EMP4148,5,No,27,None,10
1,Low,20,Data Scientist,Retail,EMP4149,3,Yes,36,None,34
5,High,52,HR,Manufacturing,EMP4150,1,No,26,Weekly,1
1,High,33,Data Scientist,IT,EMP4151,1,No,36,None,9
2,Medium,34,Sales,IT,EMP4152,3,Yes,47,Weekly,9
4,Medium,30,Sales,Finance,EMP4153,4,No,53,Weekly,12
