Work_Life_Balance_Rating,Industry,Gender,Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Satisfaction_with_Remote_Work,Social_Isolation_Rating,Age
4,Finance,Female,54,2,Unsatisfied,5,26
4,Education,Non-binary,34,8,Neutral,1,29
5,Educat.,Male,41,1,Neutral,3,45
2,Retail,Non-binary,53,10,Satisfied,4,49
4,Consulting,Male,46,3,Unsatisfied,5,50
4,Manufacturing,Non-binary,35,2,Satisfied,1,32
1,Healthcare,Female,44,9,Unsatisfied,5,28
2,Education,Non-binary,81,4,Unsatisfied,1,22
5,Consulting,Prefer not to say,99,3,Satisfied,1,50
1,Finance,Male,57,4,Unsatisfied,4,31
4,Finance,Prefer not to say,90,5,Neutral,4,27
1,Manufacturing,Female,54,5,Neutral,4,25
3,IT,Male,53,1,Unsatisfied,1,43
2,Healthcare,Male,53,4,Satisfied,1,48
4,Manufacturing,Non-binary,25,9,Satisfied,5,24
3,Consulting,Prefer not to say,86,2,Satisfied,5,30
3,Finance,Non-binary,42,3,Neutral,3,50
5,Healthcare,Prefer not to say,44,8,Neutral,2,42
1,Manufacturing,Non-binary,23,8,Satisfied,5,50
3,Re.,Prefer not to say,57,1,Neutral,1,51
1,Education,Female,90,8,Satisfied,5,57
3,Education,Non-binary,42,5,Unsatisfied,5,29
2,Manufacturing,Female,56,2,Satisfied,7,28
5,Heal.,Non-binary,23,1,Satisfied,5,55
5,Education,Non-binary,58,2,Neutral,3,59
1,Consulting,Non-binary,43,1,Satisfied,4,55
3,IT,Female,41,4,Unsatisfied,2,57
3,Finance,Non-binary,33,2,Neutral,5,43
4,Manufacturing,Female,53,4,Neutral,2,25
4,Consulting,Non-binary,92,2,Neutral,3,52
5,Finance,Female,21,3,Neutral,4,49
3,IT,Female,98,10,Unsatisfied,5,38
3,Healthcare,Non-binary,52,3,Neutral,3,50
5,oL_Consulting,Female,38,2,Satisfied,4,33
4,Manufacturing,Prefer not to say,25,1,Unsatisfied,2,51
5,Healthcare,Non-binary,49,2,Unsatisfied,3,51
5,IT,Non-binary,37,3,Neutral,1,91
4,Education,Male,33,2,Unsatisfied,1,34
1,Finance,Non-binary,42,2,Satisfied,3,53
4,Retail,Male,42,1,Satisfied,7,94
4,Consulting,Male,23,3,Unsatisfied,3,22
4,Healthcare,Prefer not to say,50,2,Neutral,2,50
4,Consulting,Prefer not to say,37,4,Unsatisfied,4,30
4,Health.,Female,59,2,Unsatisfied,3,32
2,Finance,Prefer not to say,34,3,Unsatisfied,5,55
2,Education,Non-binary,93,4,Satisfied,1,52
1,IT,Non-binary,50,4,Neutral,3,45
2,Education,Female,34,9,Unsatisfied,3,32
3,Retail,Female,27,1,Neutral,1,44
4,Healthcare,Female,42,3,Neutral,2,39
3,Healthcare,Male,50,5,Unsatisfied,1,23
1,IT,Non-binary,41,4,Unsatisfied,4,42
3,Healthcare,Non-binary,84,5,Neutral,2,44
2,Manufacturing,Female,28,2,Unsatisfied,4,23
2,Manufacturing,Prefer not to say,20,3,Satisfied,3,34
1,Finance,Female,51,9,Neutral,1,82
5,Manufacturing,Male,22,2,Unsatisfied,2,28
5,Healthcare,Male,54,2,Satisfied,1,23
1,R.,Male,43,1,Unsatisfied,4,57
2,Healthcare,Prefer not to say,23,2,Neutral,3,27
4,Consulting,Female,93,4,Neutral,4,35
3,E_Consulting,Female,57,5,Neutral,2,40
1,IT,Non-binary,25,3,Satisfied,2,37
4,Retail,Non-binary,95,2,Satisfied,2,59
3,Consulting,Female,44,4,Neutral,5,33
3,IT,Female,23,10,Unsatisfied,4,27
3,Education,Non-binary,32,2,Neutral,1,42
5,Healthcare,Non-binary,20,7,Neutral,2,50
4,Healthcare,Male,54,1,Neutral,4,45
1,Healthcare,Prefer not to say,44,3,Satisfied,5,45
1,Healthcare,Male,82,8,Neutral,3,53
2,Education,Female,59,2,Satisfied,5,49
3,IT,Male,37,4,Neutral,3,84
3,manufacture,Female,29,5,Satisfied,5,56
1,Healthcare,Non-binary,38,3,Satisfied,1,57
1,Finance,Male,38,3,Unsatisfied,2,56
2,F.,Prefer not to say,21,1,Neutral,2,49
1,IT,Male,34,2,Unsatisfied,4,27
5,IT,Female,48,1,Neutral,1,40
1,Retail,Non-binary,46,3,Neutral,2,53
4,Healthcare,Female,32,4,Unsatisfied,4,49
2,Education,Non-binary,54,2,Satisfied,4,59
2,Retail,Male,37,5,Neutral,2,35
3,Manufacturing,Non-binary,29,8,Unsatisfied,3,54
3,Consulting,Female,23,10,Neutral,2,80
1,Finance,Male,28,2,Satisfied,5,47
3,Finance,Prefer not to say,30,2,Neutral,5,97
2,Manufacturing,Male,29,2,Neutral,2,36
4,Retail,Male,54,1,Unsatisfied,1,60
1,Consulting,Male,36,9,Neutral,2,26
2,IT,Female,36,2,Unsatisfied,1,54
4,Retail,Prefer not to say,46,2,Satisfied,1,41
5,Manufacturing,Female,94,1,Satisfied,5,58
3,Retail,Prefer not to say,46,4,Satisfied,7,34
4,IT,Female,20,3,Unsatisfied,5,57
3,Finance,Non-binary,45,3,Satisfied,3,58
1,Consulting,Male,37,4,Satisfied,2,27
5,Finance,Female,36,2,Unsatisfied,4,85
2,Finance,Non-binary,60,4,Satisfied,4,27
1,FMv3_Finance,Female,27,5,Satisfied,2,31
3,Manufacturing,Female,47,9,Satisfied,8,60
2,Healthcare,Non-binary,90,9,Neutral,2,27
1,Education,Non-binary,90,9,Unsatisfied,5,83
3,Retail,Non-binary,33,3,Unsatisfied,5,22
4,IT,Male,27,1,Satisfied,4,47
1,Consulting,Male,56,1,Satisfied,4,50
4,Manufactu.,Male,32,1,Unsatisfied,4,43
2,Manufacturing,Female,31,2,Unsatisfied,5,37
2,Education,Non-binary,82,2,Satisfied,5,43
1,9koL_Finance,Prefer not to say,35,2,Satisfied,9,43
1,Healthcare,Prefer not to say,52,2,Unsatisfied,4,45
5,IT,Male,57,2,Satisfied,2,44
3,Retail,Female,57,2,Neutral,4,34
1,Manufacturing,Male,38,4,Unsatisfied,8,29
2,Consulting,Female,22,5,Satisfied,1,54
3,IT,Prefer not to say,50,2,Satisfied,4,36
4,Retail,Prefer not to say,86,3,Neutral,3,46
4,Healthcare,Male,22,1,Unsatisfied,7,31
1,Healthcare,Non-binary,24,9,Neutral,1,46
3,Education,Prefer not to say,32,3,Satisfied,2,38
1,IT,Male,41,9,Unsatisfied,5,25
4,Finance,Male,84,9,Neutral,4,96
3,Finance,Prefer not to say,53,1,Satisfied,2,58
4,Education,Prefer not to say,60,5,Satisfied,4,47
1,Finance,Prefer not to say,56,4,Unsatisfied,3,27
5,Consulting,Non-binary,79,1,Unsatisfied,4,24
1,Retail,Non-binary,26,9,Neutral,2,38
4,Manufacturing,Female,29,1,Neutral,5,38
1,Finance,Female,36,5,Unsatisfied,5,22
1,Consulting,Female,25,1,Unsatisfied,4,40
2,Healthcare,Prefer not to say,31,1,Satisfied,9,39
2,Healthcare,Prefer not to say,38,8,Satisfied,5,43
4,f_Finance,Male,41,4,Neutral,2,44
4,IT,Prefer not to say,34,5,Satisfied,3,47
4,Finance,Non-binary,29,3,Neutral,5,35
1,Healthcare,Prefer not to say,45,4,Unsatisfied,5,23
2,Healthcare,Prefer not to say,60,5,Neutral,5,27
3,Education,Prefer not to say,48,4,Unsatisfied,5,47
1,Healthcare,Female,97,5,Satisfied,5,89
2,Education,Non-binary,60,1,Neutral,3,39
1,Consu.,Female,37,5,Satisfied,4,59
5,IT,Male,34,2,Unsatisfied,1,52
1,Edu.,Female,54,8,Neutral,5,29
4,Education,Male,29,5,Neutral,1,51
5,Consulting,Male,87,3,Satisfied,1,23
4,Education,Non-binary,54,1,Satisfied,4,24
5,Healthcare,Prefer not to say,55,2,Unsatisfied,2,81
3,Retail,Prefer not to say,56,4,Neutral,4,52
1,Healthcare,Non-binary,48,4,Satisfied,8,76
2,Finance,Prefer not to say,52,5,Satisfied,2,37
3,Retail,Non-binary,49,2,Satisfied,3,57
4,Healthcare,Non-binary,26,2,Neutral,3,51
4,Retail,Prefer not to say,21,4,Unsatisfied,3,45
5,Retail,Prefer not to say,20,3,Satisfied,5,53
3,IT,Male,88,10,Unsatisfied,3,26
4,Education,Prefer not to say,54,9,Neutral,1,52
5,Healthcare,Non-binary,23,3,Unsatisfied,1,39
3,Manufacturing,Female,53,2,Neutral,1,47
1,Healthcare,Prefer not to say,57,1,Neutral,4,32
5,Healthcare,Male,41,3,Satisfied,8,29
1,Retail,Male,20,5,Neutral,4,40
2,Fin.,Male,82,2,Unsatisfied,5,44
2,Finance,Female,57,1,Satisfied,1,53
4,Consulting,Male,50,2,Unsatisfied,3,23
4,Manufacturing,Non-binary,90,1,Unsatisfied,1,36
5,Retail,Male,25,5,Neutral,4,39
5,IT,Male,35,9,Neutral,2,59
2,Healthcare,Male,37,3,Satisfied,5,37
3,IT,Non-binary,51,5,Neutral,2,30
2,Consulting,Male,47,9,Unsatisfied,7,24
3,Finance,Prefer not to say,28,5,Neutral,3,47
3,Finance,Non-binary,33,3,Unsatisfied,3,81
3,ms_Education,Non-binary,31,10,Neutral,8,37
4,IT,Non-binary,32,4,Neutral,4,57
3,Healthcare,Male,38,3,Unsatisfied,1,30
1,IT,Non-binary,49,2,Neutral,2,39
4,education department,Male,59,2,Satisfied,8,34
3,Healthcare,Male,46,1,Neutral,2,48
4,Finance,Female,31,4,Neutral,4,58
4,Retail,Female,22,1,Unsatisfied,2,46
1,Manufacturing,Male,41,3,Unsatisfied,5,28
4,Healthcare,Male,47,3,Neutral,3,23
1,Healthcare,Prefer not to say,44,3,Satisfied,3,54
5,Consulting,Male,50,3,Neutral,2,43
1,Retail,Male,55,2,Unsatisfied,3,41
5,Finance,Male,54,1,Satisfied,5,43
5,Education,Female,27,5,Unsatisfied,8,36
2,Finance,Female,45,2,Unsatisfied,8,58
2,IT,Non-binary,48,2,Satisfied,1,23
5,Finance,Male,58,4,Satisfied,1,38
4,Consulting,Non-binary,20,1,Satisfied,4,35
1,Retail,Non-binary,49,5,Satisfied,3,51
5,Consulting,Female,36,3,Satisfied,4,28
5,Education,Male,33,2,Satisfied,5,42
1,Consulting,Prefer not to say,40,7,Satisfied,2,56
3,1T,Male,20,2,Neutral,3,49
4,Retail,Prefer not to say,28,5,Unsatisfied,8,45
5,Healthcare,Female,28,2,Satisfied,1,37
1,Retail,Non-binary,31,2,Satisfied,5,23
3,Education,Male,45,2,Satisfied,1,37
5,Finance,Female,34,2,Unsatisfied,8,59
3,Finance,Non-binary,31,1,Unsatisfied,2,50
1,Man.,Prefer not to say,55,1,Satisfied,2,46
4,Finance,Female,35,7,Unsatisfied,5,54
5,Education,Male,24,10,Neutral,3,38
3,Finance,Female,60,5,Unsatisfied,1,55
3,IT,Prefer not to say,20,2,Unsatisfied,2,49
4,Education,Non-binary,79,3,Satisfied,3,41
2,Retail,Male,26,9,Neutral,5,22
1,IT,Prefer not to say,27,10,Satisfied,1,52
1,Manufacturing,Non-binary,32,5,Unsatisfied,1,28
1,Retail,Non-binary,20,4,Neutral,5,50
3,Finance,Non-binary,43,1,Satisfied,9,35
4,Education,Male,49,8,Neutral,3,33
3,Manufacturing,Male,48,3,Unsatisfied,3,47
2,Retail,Prefer not to say,28,5,Satisfied,1,51
4,Education,Non-binary,25,1,Neutral,3,57
3,Education,Female,40,5,Neutral,5,59
5,Educa.,Female,52,1,Unsatisfied,3,25
3,Finance,Male,22,4,Satisfied,2,42
1,Retail,Female,28,3,Satisfied,4,34
1,Manufacturing,Non-binary,49,3,Satisfied,3,33
2,Finance,Male,49,4,Unsatisfied,2,23
5,Education,Male,57,2,Unsatisfied,3,23
4,IT,Prefer not to say,21,4,Neutral,5,54
3,IT,Non-binary,52,4,Satisfied,3,76
1,Retail,Male,40,5,Neutral,3,54
1,IT,Prefer not to say,46,3,Satisfied,5,43
2,Consulting,Non-binary,48,4,Satisfied,2,53
2,Consulting,Male,47,5,Satisfied,2,59
4,Consulting,Non-binary,91,2,Unsatisfied,3,33
2,IT.,Female,51,5,Neutral,2,58
3,Manufacturing,Prefer not to say,21,5,Neutral,5,36
2,qW_Healthcare,Non-binary,60,4,Neutral,1,27
3,Finance,Non-binary,27,2,Neutral,4,32
4,Manufacturing,Non-binary,51,4,Unsatisfied,3,40
1,Education,Non-binary,29,5,Unsatisfied,2,59
4,Finance,Male,39,5,Neutral,4,55
2,zQzF_Consulting,Non-binary,91,9,Satisfied,2,82
4,Manufacturing,Male,27,3,Unsatisfied,1,50
5,Retail,Non-binary,46,2,Neutral,3,49
1,Manufacturing,Prefer not to say,42,1,Satisfied,1,77
1,Consul.,Prefer not to say,51,5,Neutral,3,27
2,Manufacturing,Male,22,9,Unsatisfied,1,47
3,Retail,Male,76,5,Unsatisfied,5,47
1,Consulting,Prefer not to say,35,4,Neutral,3,41
3,Finance,Male,83,3,Unsatisfied,5,30
4,Retail,Male,45,2,Neutral,3,27
1,Healthcare,Female,37,1,Neutral,1,48
1,Education,Female,41,3,Satisfied,5,28
2,IT,Male,52,1,Unsatisfied,3,25
5,Education,Prefer not to say,54,3,Unsatisfied,4,31
5,Healthcare,Female,52,2,Unsatisfied,4,30
3,Education,Non-binary,32,4,Unsatisfied,1,30
1,gpY5_Education,Male,44,3,Satisfied,3,55
4,Retail,Male,57,8,Neutral,1,43
2,Consulting,Male,43,3,Neutral,1,44
5,Retail,Non-binary,54,5,Satisfied,5,54
4,IT,Prefer not to say,43,2,Neutral,5,53
3,Healthcare,Non-binary,32,2,Satisfied,5,53
4,Manufacturing,Male,58,3,Neutral,4,23
1,Education,Male,45,8,Neutral,3,50
2,Education,Female,49,2,Unsatisfied,3,42
2,Consulting,Non-binary,26,5,Satisfied,4,77
5,Retail,Prefer not to say,39,1,Satisfied,2,91
2,IT,Non-binary,28,7,Satisfied,4,88
2,Re.,Prefer not to say,53,5,Unsatisfied,4,43
3,Manufacturing,Non-binary,22,9,Neutral,4,33
3,Education,Prefer not to say,57,2,Unsatisfied,9,53
3,Healthcare,Male,57,3,Satisfied,3,39
2,IT,Non-binary,59,8,Unsatisfied,1,44
4,IT,Female,32,1,Unsatisfied,1,41
1,Manufacturing,Female,54,2,Satisfied,1,49
3,v_Healthcare,Non-binary,78,2,Unsatisfied,5,27
4,Retail,Male,20,1,Unsatisfied,3,36
2,Manufacturing,Non-binary,52,5,Unsatisfied,1,26
3,IT,Non-binary,33,1,Unsatisfied,1,36
5,IT,Male,34,5,Satisfied,3,47
3,Finance,Male,30,4,Satisfied,4,53
3,Retail,Prefer not to say,22,5,Unsatisfied,3,22
5,Finance,Male,25,4,Unsatisfied,1,33
3,Manufacturing,Prefer not to say,60,10,Satisfied,2,31
4,Consulting,Non-binary,33,3,Unsatisfied,4,59
1,Healthcare,Prefer not to say,51,5,Unsatisfied,1,22
1,Consulting,Prefer not to say,79,8,Satisfied,4,88
3,Consulting,Prefer not to say,45,2,Unsatisfied,3,33
5,Manufacturing,Male,55,5,Satisfied,2,37
3,Education,Non-binary,22,1,Unsatisfied,2,40
3,Education,Male,48,3,Unsatisfied,4,40
5,Education,Prefer not to say,60,2,Neutral,2,50
2,Finance,Prefer not to say,23,3,Unsatisfied,1,37
5,Finance,Prefer not to say,44,2,Satisfied,2,40
4,Education,Male,51,2,Satisfied,5,51
3,Retail,Male,77,1,Unsatisfied,3,35
5,IT,Non-binary,41,3,Unsatisfied,4,44
2,Retail,Female,20,4,Neutral,4,77
2,IT,Female,44,3,Satisfied,5,53
5,IT,Prefer not to say,37,2,Unsatisfied,1,50
5,Retail,Non-binary,48,4,Neutral,3,58
1,Finance,Non-binary,42,4,Unsatisfied,1,44
4,Finance,Male,57,10,Unsatisfied,2,45
5,IT,Prefer not to say,39,1,Satisfied,8,53
1,Healthcare,Female,34,4,Unsatisfied,1,45
3,Education,Male,22,5,Unsatisfied,1,23
5,Finance,Female,29,5,Unsatisfied,3,44
3,Consulting,Prefer not to say,88,2,Neutral,5,44
5,Retail,Female,49,3,Unsatisfied,3,52
4,Healthcare,Female,58,3,Satisfied,2,26
3,Healthcare,Female,32,5,Unsatisfied,2,30
5,Consulting,Male,49,4,Unsatisfied,3,45
2,Education,Female,85,1,Neutral,4,57
5,Healthcare,Male,39,2,Neutral,5,35
4,Consulting,Prefer not to say,37,3,Satisfied,1,38
3,Education,Prefer not to say,23,1,Unsatisfied,2,32
1,Healthcare,Female,40,1,Unsatisfied,3,26
1,Healthcare,Male,31,1,Neutral,5,29
5,1T,Male,52,3,Neutral,5,49
3,Finance,Female,23,1,Unsatisfied,1,53
1,Retail,Female,34,3,Satisfied,4,52
3,Finance,Female,35,3,Unsatisfied,10,31
3,Education,Female,22,4,Unsatisfied,5,85
1,XFY_IT,Male,29,2,Satisfied,1,58
4,Education,Male,60,3,Unsatisfied,3,43
5,5z6_Finance,Non-binary,60,3,Satisfied,5,56
4,Consulting,Non-binary,49,1,Unsatisfied,10,34
2,AKqV_Healthcare,Male,41,5,Satisfied,5,55
2,Education,Male,30,2,Neutral,5,42
2,Education,Female,56,1,Satisfied,5,51
3,Education,Prefer not to say,24,5,Unsatisfied,2,57
4,Retail,Prefer not to say,41,9,Unsatisfied,1,29
5,Retail,Prefer not to say,55,2,Unsatisfied,2,24
3,Healthcare,Male,35,2,Neutral,3,80
1,IT,Non-binary,89,4,Satisfied,3,34
2,Finance,Female,95,1,Satisfied,4,23
1,IT,Prefer not to say,30,3,Neutral,2,44
5,Healthcare,Male,92,2,Satisfied,10,46
2,Education,Non-binary,58,5,Unsatisfied,3,38
5,Consulting,Female,43,4,Unsatisfied,5,35
2,Retail,Prefer not to say,43,1,Unsatisfied,8,41
2,IT,Prefer not to say,21,4,Satisfied,4,42
5,IT,Prefer not to say,59,3,Neutral,1,50
2,Consulting,Non-binary,50,2,Unsatisfied,3,60
1,aUl_Retail,Male,98,5,Unsatisfied,3,54
4,Consulting,Male,34,3,Neutral,7,31
2,Healthcare,Non-binary,84,3,Unsatisfied,8,35
1,Finance,Prefer not to say,39,10,Satisfied,7,46
4,IT,Prefer not to say,59,3,Unsatisfied,4,56
4,Retail,Prefer not to say,50,2,Unsatisfied,2,47
4,Retail,Prefer not to say,40,5,Satisfied,9,59
1,Retail,Non-binary,49,9,Unsatisfied,4,48
5,Education,Prefer not to say,44,3,Satisfied,4,28
3,IT,Male,27,4,Neutral,5,30
2,Consul.,Male,28,4,Neutral,2,78
3,Finance,Non-binary,83,8,Neutral,2,88
4,Education,Prefer not to say,35,4,Satisfied,7,34
4,Finance,Prefer not to say,36,2,Unsatisfied,1,59
2,Education,Male,34,2,Unsatisfied,7,52
3,Healthcare,Prefer not to say,52,9,Neutral,4,57
2,Finance,Prefer not to say,21,2,Unsatisfied,8,49
1,Retail,Non-binary,55,4,Unsatisfied,3,92
2,IT,Female,43,4,Satisfied,2,39
1,Education,Non-binary,52,1,Neutral,4,59
2,Manufacturing,Non-binary,37,1,Satisfied,3,38
3,Healthcare,Non-binary,88,1,Neutral,4,60
2,Finance,Female,57,2,Unsatisfied,3,48
4,Manufacturing,Non-binary,39,2,Unsatisfied,3,45
3,IT,Female,84,5,Unsatisfied,2,32
2,Retail,Male,80,8,Satisfied,5,52
2,1T,Male,51,2,Satisfied,3,26
2,Manufacturing,Non-binary,55,2,Satisfied,4,38
3,Manufacturing,Non-binary,47,4,Unsatisfied,1,23
4,Healthcare,Male,57,4,Satisfied,3,29
4,Education,Female,37,3,Neutral,2,49
1,Education,Male,36,3,Satisfied,1,29
2,Finance,Male,36,5,Satisfied,5,36
3,R.,Male,84,5,Unsatisfied,3,44
1,Consulting,Female,23,8,Satisfied,9,31
3,Education,Female,25,1,Neutral,5,58
5,Ret.,Prefer not to say,28,2,Neutral,4,49
1,Manufacturing,Male,39,2,Unsatisfied,10,55
3,IT,Prefer not to say,44,4,Satisfied,1,51
5,Educa.,Non-binary,22,5,Satisfied,3,27
5,Retail,Male,46,2,Satisfied,5,56
5,Finance,Male,30,5,Neutral,3,24
3,Finance,Female,42,2,Satisfied,3,24
4,Education,Male,31,4,Unsatisfied,1,29
2,Healthcare,Non-binary,44,1,Unsatisfied,2,58
3,Retail,Prefer not to say,53,2,Unsatisfied,9,31
4,Retail,Prefer not to say,47,2,Satisfied,1,30
5,IT,Female,31,3,Unsatisfied,4,43
4,Finance,Prefer not to say,50,4,Satisfied,1,26
1,Manufacturing,Prefer not to say,55,10,Neutral,4,45
1,Healthcare,Male,37,1,Unsatisfied,2,22
2,Finance,Male,57,5,Satisfied,8,50
4,IT,Non-binary,27,2,Neutral,4,48
2,Education,Female,79,9,Neutral,5,58
5,Finance,Male,28,3,Satisfied,2,35
4,Manufacturing,Non-binary,46,2,Unsatisfied,5,53
2,Consulting,Prefer not to say,36,2,Satisfied,2,25
1,Finance,Male,48,4,Neutral,1,53
1,IT,Prefer not to say,36,1,Satisfied,1,29
5,Retail,Non-binary,56,4,Unsatisfied,1,25
2,IT,Non-binary,51,5,Satisfied,1,31
2,Finance,Female,29,4,Satisfied,3,87
1,Consulting,Prefer not to say,81,3,Satisfied,9,34
2,Retail,Male,31,1,Unsatisfied,9,45
3,Education,Non-binary,38,7,Neutral,9,47
4,manufacture,Non-binary,32,1,Unsatisfied,3,27
2,Manufacturing,Non-binary,35,1,Unsatisfied,3,26
4,Finance,Non-binary,56,4,Unsatisfied,5,37
3,Manufacturing,Female,60,2,Neutral,2,60
5,Education,Non-binary,76,3,Satisfied,2,29
4,IT,Non-binary,30,2,Unsatisfied,5,27
2,Manufacturing,Non-binary,38,2,Satisfied,2,77
5,IT,Male,35,9,Unsatisfied,5,52
3,Education,Male,60,8,Neutral,4,37
5,Consulting,Female,59,9,Neutral,3,55
3,Finan.,Male,24,1,Neutral,2,51
3,Consulting,Female,26,4,Satisfied,3,37
3,Consulting,Female,90,2,Unsatisfied,2,28
3,Consulting,Non-binary,32,2,Neutral,10,87
4,Consulting,Female,21,4,Unsatisfied,3,47
1,Education,Female,39,1,Unsatisfied,3,23
3,ipeR_Healthcare,Non-binary,53,3,Satisfied,1,32
4,Consulting,Non-binary,92,3,Unsatisfied,9,38
1,Manufacturing,Prefer not to say,39,4,Satisfied,5,22
1,Education,Male,46,2,Unsatisfied,10,32
4,Retail,Female,28,8,Unsatisfied,1,22
1,IT,Male,44,3,Satisfied,3,46
2,Manufacturing,Non-binary,32,2,Neutral,1,30
5,IT,Female,97,2,Unsatisfied,3,25
1,IT,Female,36,7,Unsatisfied,5,49
1,Consulting,Prefer not to say,52,8,Satisfied,4,51
4,Education,Prefer not to say,26,3,Neutral,1,57
3,Education,Male,36,4,Satisfied,4,58
4,Manufacturing,Prefer not to say,27,4,Unsatisfied,2,45
1,IT,Prefer not to say,56,5,Neutral,1,32
1,Consulting,Non-binary,53,1,Neutral,2,45
2,Retail,Female,35,4,Unsatisfied,2,28
5,Education,Non-binary,57,1,Unsatisfied,5,22
1,Finance,Non-binary,36,2,Unsatisfied,5,41
3,Healthcare,Non-binary,47,4,Neutral,4,37
5,NE3V_Healthcare,Female,36,1,Satisfied,5,25
2,Consulting,Female,55,2,Unsatisfied,5,33
1,Finance,Male,27,1,Satisfied,2,50
5,Retail,Prefer not to say,93,5,Unsatisfied,1,56
5,Finance,Non-binary,29,7,Satisfied,1,51
4,IT,Non-binary,37,3,Satisfied,10,42
1,Manufacturing,Male,53,1,Satisfied,4,50
3,Consulting,Non-binary,60,1,Satisfied,5,48
2,uZ9s_Consulting,Non-binary,37,2,Satisfied,2,22
5,Hea.,Male,27,5,Satisfied,2,30
1,Manufacturing,Female,86,2,Neutral,4,44
4,Education,Male,78,3,Neutral,3,23
3,Retail,Male,37,3,Unsatisfied,5,55
5,manufacture,Non-binary,54,3,Neutral,3,35
5,Healthcare,Non-binary,93,4,Unsatisfied,2,55
3,Finance,Prefer not to say,48,2,Unsatisfied,9,57
5,Manufacturing,Male,43,8,Unsatisfied,4,32
4,Education,Prefer not to say,98,4,Satisfied,3,22
1,Retail,Non-binary,40,5,Neutral,8,55
2,Healthcare,Prefer not to say,33,2,Unsatisfied,4,47
2,Retail,Male,53,5,Satisfied,5,44
2,Manufacturing,Prefer not to say,54,3,Unsatisfied,4,58
1,manufacture,Female,44,8,Neutral,3,88
1,Finance,Female,41,2,Neutral,2,40
1,Finance,Male,25,4,Neutral,8,56
4,Retail,Male,21,5,Unsatisfied,1,45
4,Education,Non-binary,53,1,Unsatisfied,4,91
1,vCD_IT,Male,41,1,Neutral,4,30
1,Finance,Female,41,3,Unsatisfied,4,34
1,Manufacturing,Male,42,3,Satisfied,2,57
2,Education,Male,23,2,Unsatisfied,1,32
5,Manufacturing,Non-binary,41,1,Neutral,5,46
2,Healthcare,Female,52,3,Neutral,1,40
5,Retail,Male,26,3,Neutral,1,60
2,Manufacturing,Prefer not to say,20,2,Unsatisfied,2,37
5,IT,Prefer not to say,21,3,Unsatisfied,1,91
1,Manufacturing,Male,24,3,Satisfied,2,38
3,Healthcare,Prefer not to say,58,2,Unsatisfied,3,50
4,Finance,Female,29,4,Satisfied,10,46
3,Education,Male,55,4,Unsatisfied,1,26
3,Healthcare,Non-binary,91,4,Neutral,1,52
4,Finance,Non-binary,85,5,Neutral,1,51
2,Healthcare,Male,58,3,Neutral,4,30
3,Consulting,Non-binary,23,3,Satisfied,1,38
4,Edu.,Non-binary,20,8,Unsatisfied,4,24
1,Retail,Male,50,5,Neutral,3,43
4,Education,Female,29,4,Satisfied,1,56
1,Re.,Male,60,2,Unsatisfied,9,85
3,Manufacturing,Female,41,2,Unsatisfied,5,26
1,IT,Male,28,2,Unsatisfied,4,26
3,IT,Female,53,2,Neutral,3,37
2,IT,Non-binary,56,1,Neutral,8,59
3,Manufacturing,Female,55,5,Unsatisfied,2,58
4,Manufacturing,Female,33,3,Satisfied,2,36
3,Healthcare,Female,83,1,Neutral,5,59
2,Education,Prefer not to say,33,5,Neutral,1,87
2,Manufacturing,Non-binary,44,3,Satisfied,5,23
1,IT,Male,56,4,Unsatisfied,3,24
3,Finance,Non-binary,59,9,Unsatisfied,4,28
1,Retail,Female,39,4,Satisfied,5,96
1,Finance,Prefer not to say,93,5,Unsatisfied,3,77
5,IT,Male,60,2,Satisfied,1,56
5,Consu.,Prefer not to say,51,2,Neutral,1,47
5,Healthcare,Prefer not to say,26,1,Neutral,4,47
3,Healthcare,Male,46,1,Neutral,4,43
4,Aqx8_Finance,Non-binary,33,9,Unsatisfied,10,27
5,Retail,Prefer not to say,23,2,Neutral,2,25
3,Ret.,Prefer not to say,21,4,Unsatisfied,9,35
3,Finance,Female,39,3,Neutral,3,50
3,Education,Prefer not to say,26,3,Satisfied,2,30
5,Consulting,Female,58,3,Unsatisfied,1,80
4,Finance,Prefer not to say,48,5,Neutral,1,54
3,Manufacturing,Female,83,3,Neutral,2,23
4,Healthcare,Prefer not to say,25,4,Neutral,4,29
3,Manufacturing,Non-binary,48,3,Unsatisfied,5,41
1,Retail,Female,53,2,Neutral,7,39
5,Education,Female,77,2,Unsatisfied,1,22
4,6Gwi_Finance,Non-binary,50,4,Unsatisfied,3,82
5,Healthcare,Female,21,3,Neutral,1,52
4,IT,Female,43,1,Satisfied,1,28
3,Finance,Prefer not to say,31,1,Neutral,4,36
4,IT,Non-binary,58,3,Satisfied,5,29
5,IT,Female,21,4,Unsatisfied,4,26
1,Finance,Male,60,5,Unsatisfied,2,27
4,Healthcare,Prefer not to say,30,5,Satisfied,8,31
4,Education,Prefer not to say,30,4,Satisfied,1,47
1,Finance,Male,49,5,Neutral,5,45
4,XM_Consulting,Prefer not to say,33,3,Neutral,3,50
3,IT,Female,56,3,Unsatisfied,4,46
3,Education,Female,46,9,Satisfied,4,24
4,Finance,Female,28,3,Satisfied,2,24
3,Retail,Prefer not to say,25,3,Unsatisfied,5,53
4,Education,Female,83,3,Neutral,2,45
