Hours_Worked_Per_Week,Company_Support_for_Remote_Work,Age,Employee_ID,Social_Isolation_Rating,tenseness horizontal surface,Gender,Industry,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
95,2,26,EMP3875,5,Q_Low,Female,Finance,5,4
34,5,29,EMP3876,1,High,Non-binary,E.,0,4
90,1,45,EMP3877,3,Low,Male,Education,15,5
53,9,49,EMP3878,4,High,Non-binary,Retail,12,2
46,9,50,EMP3879,5,L.,Male,Consulting,9,4
35,2,32,EMP3880,1,Low,Non-binary,Manufacturing,1,4
44,3,28,EMP3881,5,High,Female,Healthcare,8,1
20,4,22,EMP3882,1,High,Non-binary,Education,6,2
37,3,50,EMP3883,1,High,Prefer not to say,Consulting,10,5
57,4,31,EMP3884,4,Low,Male,Fina.,9,1
20,5,27,EMP3885,4,Medium,Prefer not to say,Finance,4,4
54,5,25,EMP3886,4,High,Female,Manufacturing,6,1
53,8,43,Zj_EMP3887,1,High,Male,IT,7,3
53,4,48,EMP.,1,Low,Male,Healthcare,10,2
98,9,24,EMP3889,5,Medi.,Non-binary,Manufacturing,13,4
28,2,30,EMP3890,5,Medium,Prefer not to say,Consulting,7,3
42,3,50,EMP3891,3,High,Non-binary,Finance,7,3
44,5,42,EMP3892,2,Low,Prefer not to say,Healthcare,11,5
23,3,50,EMP3893,5,High,Non-binary,Manufacturing,13,1
57,1,51,EMP3894,1,Low,Prefer not to say,Retail,9,3
41,2,57,EMP3895,5,Medium,Female,Education,0,1
98,5,29,EMP3896,5,Low,Non-binary,Education,12,3
56,2,28,EMP3897,8,High,Female,Manufacturing,13,2
23,1,55,EMP3898,9,High,Non-binary,Healthcare,13,5
58,2,59,EMP3899,3,High,Non-binary,Education,1,5
43,1,55,EMP3900,4,High,Non-binary,Consulting,14,1
41,4,57,EMP3901,2,Low,Female,IT,11,3
33,2,43,EM.,5,Medium,Non-binary,Finance,6,3
87,9,25,EMP3903,2,Low,Female,Manufacturing,13,4
23,2,52,EMP3904,3,High,Non-binary,Consulting,5,4
21,3,49,EMP3905,4,High,Female,Fina.,15,5
28,8,38,EMP3906,5,High,Female,IT,3,3
52,3,50,EMP3907,3,high-topped,Non-binary,Healthcare,10,3
38,2,33,EMP3908,4,High,Female,Consulting,1,5
82,1,51,EMP3909,2,High,Prefer not to say,Manufacturing,13,4
49,2,51,EMP3910,3,Low,Non-binary,Healthcare,13,5
37,3,58,EMP39I1,9,Low,Non-binary,IT,11,5
33,2,34,EMP3912,1,low-toned,Male,Education,13,4
42,2,53,EMP3913,3,Medium,Non-binary,Finance,9,1
42,1,59,oPty_EMP3914,3,Medium,Male,Retail,0,4
23,3,22,EMP3915,3,high-topped,Male,Consulting,4,4
50,2,50,EMP3916,2,Medium,Prefer not to say,He.,10,4
37,4,30,EMP3917,4,Med.,Prefer not to say,Consulting,9,4
59,2,32,EMP3918,3,Low,Female,Healthcare,9,4
34,3,55,KwL_EMP3919,5,Low,Prefer not to say,Finance,3,2
59,8,52,EMP3920,1,High,Non-binary,Education,11,2
50,4,45,EMP3921,3,High,Non-binary,IT,4,1
34,3,32,EMP3922,3,Low,Female,Education,6,2
27,1,44,EMP3923,1,Low,Female,Retail,5,3
42,3,39,EMP3924,2,Medium,Female,Healthcare,3,4
50,9,23,EMP3925,9,Medium,Male,Healthcare,9,3
41,4,42,EMP3926,4,Low,Non-binary,yDH8_IT,12,1
29,8,44,EMP39Z7,2,Low,Non-binary,Healthcare,5,3
28,2,23,EMP3928,4,Low,Female,Manufacturing,1,2
20,3,34,EMP3929,3,Medium,Prefer not to say,Manufacturing,7,2
51,3,28,EMP3930,1,High,Female,Finance,7,1
22,2,28,EMP3931,2,High,Male,Manufacturing,7,5
54,8,23,EMP3932,1,Low,Male,2l_Healthcare,7,5
93,1,57,EMP3933,4,High,Male,Retail,1,1
23,2,27,EMP3934,3,Ggb_Medium,Prefer not to say,Healthcare,15,2
41,4,35,EMP3935,4,Medium,Female,Consulting,15,4
57,5,40,EMP3936,2,Medium,Female,Consulting,6,3
25,3,37,EMP3937,2,Medium,Non-binary,IT,8,1
35,2,59,EMP3938,9,High,Non-binary,Retail,13,4
44,4,33,EMP3939,5,Low,Female,Consulting,13,3
23,2,27,EMP3940,4,High,Female,IT,10,3
32,2,42,EMP3941,1,High,Non-binary,Education,8,3
20,3,50,EMP3942,2,High,Non-binary,Healthcare,15,5
54,1,45,EMP3943,4,Low,Male,9Q_Healthcare,9,4
88,3,45,Ce_EMP3944,5,high-topped,Prefer not to say,Healthcare,11,1
41,8,53,EMP3945,3,High,Male,Healthcare,8,1
59,2,49,0z_EMP3946,5,Medium,Female,Education,1,2
82,9,30,EMP3947,3,culture medium,Male,IT,1,3
29,5,56,EMP3948,10,Medium,Female,Manufacturing,2,3
38,7,57,EMP3949,1,Low,Non-binary,Healthcare,8,1
38,3,56,EMP3950,2,Low,Male,Finance,14,1
21,1,49,lD77_EMP3951,2,Medium,Prefer not to say,Finance,2,2
34,2,27,EMP3952,4,Medium,Male,IT,12,1
48,1,40,EMP3953,1,Low,Female,IT,8,5
46,3,53,EMP3954,9,Medium,Non-binary,Retail,6,1
32,4,49,EMP3955,4,Medium,Female,Healthcare,14,4
54,2,59,EMP3956,4,High,Non-binary,Education,1,2
37,5,35,EMP3957,2,High,Male,Retail,10,2
29,2,54,JdOq_EMP3958,3,Low,Non-binary,Manufacturing,10,3
23,1,24,EMP3959,2,Medium,Female,Consulting,13,3
28,2,47,EMP3960,5,Medium,Male,Finance,12,1
30,2,34,EMP3961,5,Low,Prefer not to say,Finance,5,3
29,2,36,EMP3962,2,Medium,Male,Manufacturing,8,2
54,1,60,EMP3963,1,Low,Male,Retail,4,4
36,3,26,EMP3964,2,High,Male,Consulting,12,1
36,2,54,EMP3965,1,ALG9_High,Female,IT,4,2
46,2,41,EMP3966,1,High,Prefer not to say,Retail,8,4
30,1,58,EMP3967,5,Low,Female,Manufacturing,1,5
46,4,34,EMP3968,2,High,Prefer not to say,Retail,0,3
20,3,57,EMP3969,5,Low,Female,IT,11,4
45,3,58,EMP397O,3,High,Non-binary,Finance,12,3
37,4,27,EMP397I,2,Low,Male,Consulting,0,1
36,2,56,EMP3972,4,Low,Female,Finance,12,5
60,4,27,EMP3973,4,High,Non-binary,Finance,15,2
27,5,31,EMP3974,2,Low,Female,Finance,13,1
47,8,60,EMP3975,4,Medium,Female,Manufacturing,1,3
46,3,27,EMP3976,2,Low,Non-binary,Healthcare,15,2
58,3,42,EMP3977,5,Ozy_Medium,Non-binary,Education,12,1
33,3,22,EMP3978,9,Low,Non-binary,Retail,8,3
27,1,47,EMP3979,4,Medium,Male,IT,2,4
56,9,50,EMP3980,4,Medium,Male,Consulting,10,1
32,1,43,EMP3981,4,Low,Male,Manufacturing,15,4
31,2,37,EMP3982,5,High,Female,Manufacturing,13,2
47,2,43,EMP3983,5,High,Non-binary,Education,10,2
35,2,43,EMP39B4,3,high-topped,Prefer not to say,Finance,8,1
52,2,45,EMP3985,4,High,Prefer not to say,L3t_Healthcare,3,1
57,2,44,EMP3986,2,Low,Male,IT,3,5
57,2,34,EMP3987,4,Low,Female,Reta.,8,3
38,4,29,EMP3988,4,Low,Male,trI_Manufacturing,14,1
22,5,54,EMP3989,1,Low,Female,Consulting,10,2
50,2,36,EMP3990,7,High,Prefer not to say,IT,15,3
28,3,46,EMP3991,3,Medium,Prefer not to say,Retail,2,4
22,1,31,EMP3992,8,Low,Male,Healthcare,8,4
24,3,46,EMP3993,1,High,Non-binary,Healthcare,2,1
32,3,38,EMP3994,2,Low,Prefer not to say,Education,13,3
41,3,25,EMP3995,9,High,Male,IT,8,1
21,5,50,EMP3996,4,High,Male,Finance,8,4
53,1,58,EMP3997,2,High,Prefer not to say,Finance,9,3
60,5,47,EMP3998,4,EMH_High,Prefer not to say,Education,0,4
56,4,27,EMP3999,3,Medium,Prefer not to say,Finance,11,1
34,1,24,a_EMP4000,8,Low,Non-binary,Consulting,4,5
26,2,38,EMP4001,2,Low,Non-binary,Retail,11,1
29,1,38,EMP4002,5,Medium,Female,Manufacturing,0,4
36,5,22,EMP4003,5,High,Female,Finance,15,1
25,1,40,EMP4004,4,culture medium,Female,Consulting,11,1
31,1,39,EMP4005,1,high-topped,Prefer not to say,Healthcare,1,2
38,3,43,EMP4006,5,Low,Prefer not to say,Healthcare,2,2
41,4,44,EMP4007,2,Low,Male,Finance,13,4
87,5,47,EMP4008,3,High,Prefer not to say,IT,13,4
29,3,35,HE_EMP4009,5,Medium,Non-binary,Finance,5,4
45,4,23,EMP4010,5,Low,Prefer not to say,Healthcare,1,1
60,5,27,EMP4011,5,High,Prefer not to say,Healthcare,10,2
82,4,47,EMP4012,5,Medium,Prefer not to say,Education,11,3
23,5,39,EMP4013,5,High,Female,NpJB_Healthcare,4,1
60,1,39,EMP4014,3,Low,Non-binary,Ed.,15,2
94,5,59,EMP4015,4,Low,Female,Consulting,5,1
34,2,52,lG1_EMP4016,1,Medium,Male,IT,4,5
54,3,29,EMP4017,5,High,Female,J_Education,9,1
87,5,51,EMP4018,1,High,Male,Ed.,15,4
36,3,23,EMP4019,1,Low,Male,Consulting,1,5
54,1,24,EMP4020,4,Low,Non-binary,Education,9,4
55,2,41,EMP4021,2,Low,Prefer not to say,Healthcare,14,5
86,4,52,EMP4022,4,Low,Prefer not to say,Retail,4,3
48,4,52,EMP40Z3,1,High,Non-binary,Healthcare,2,1
89,5,37,EMP4O24,2,High,Prefer not to say,Finance,4,2
49,2,57,EMP4025,3,Medium,Non-binary,Retail,9,3
26,2,51,aJ3_EMP4026,3,Low,Non-binary,Healthcare,14,4
21,4,45,EMP4027,3,High,Prefer not to say,Retail,15,4
20,9,53,EMP4028,5,Medium,Prefer not to say,Retail,10,5
27,4,26,EMP4029,3,culture medium,Male,IT,3,3
54,2,52,EMP4030,1,Low,Prefer not to say,Education,1,4
23,3,39,EMP4031,1,Medium,Non-binary,Healthcare,9,5
53,2,47,EMP4032,1,high-topped,Female,Manufacturing,9,3
57,1,32,EMP4033,4,Low,Prefer not to say,Healthc.,1,1
41,3,29,EMP4034,3,Xzbl_Medium,Male,Healthcare,2,5
20,10,40,EMP4035,4,Low,Male,Retail,12,1
35,2,44,EMP4036,5,Medium,Male,Finance,3,2
57,10,53,EMP4037,1,High,Female,Finance,8,2
50,2,23,EMP4038,3,Medium,Male,Consulting,10,4
24,1,36,EMP4039,1,culture medium,Non-binary,Manufacturing,13,4
25,5,39,EMP404O,4,Medium,Male,Retail,14,5
35,3,59,EMP4041,2,Low,Male,IT,0,5
37,3,37,EMP4042,5,Low,Male,Healthcare,1,2
51,5,30,uMc_EMP4043,2,Medium,Non-binary,IT,1,3
47,2,24,EMP4O44,5,High,Male,Consulting,10,2
28,5,47,EMP4045,3,High,Prefer not to say,Finance,10,3
33,3,59,EMP4046,3,High,Non-binary,Finance,3,3
31,3,37,EMP4047,3,High,Non-binary,Education,9,3
32,4,57,EMP4048,4,High,Non-binary,IT,2,4
38,3,30,EMP4049,1,Medium,Male,Healthcare,10,3
49,10,39,EMP4050,2,High,Non-binary,IT,4,1
59,2,34,EM.,5,High,Male,Education,6,4
46,1,48,EMP4052,2,XIsp_High,Male,Healthcare,10,3
31,4,58,EMP4053,4,High,Female,Finance,8,4
22,1,46,EMP4054,2,Medium,Female,h_Retail,8,4
41,3,28,EMP4055,5,High,Male,Manufacturing,1,1
47,3,23,EMP4056,3,High,Male,A_Healthcare,9,4
44,3,54,EMP4057,3,Low,Prefer not to say,Healthcare,2,1
50,3,43,L0VR_EMP4058,2,Medium,Male,Consulting,2,5
55,2,41,EMP4059,3,low-toned,Male,Reta.,7,1
54,1,43,EMP4060,5,Medium,Male,Finance,2,5
27,5,36,EMP4061,5,Med.,Female,Education,13,5
45,2,58,EMP4062,8,Low,Female,Finance,12,2
48,2,23,EMP4063,1,Low,Non-binary,IT,8,2
58,4,38,Tauu_EMP4064,1,L.,Male,Finance,9,5
20,1,35,EMP4065,4,Low,Non-binary,Consulting,3,4
49,5,51,EMP4066,3,Low,Non-binary,Retail,15,1
92,3,28,EMP4067,4,High,Female,Consulting,12,5
33,2,42,EMP4068,10,High,Male,Education,5,5
40,1,56,EMP4069,2,Low,Prefer not to say,Consulting,2,1
20,2,49,EMP4070,3,Me.,Male,IT,12,3
98,5,45,EMP4071,10,High,Prefer not to say,Retail,12,4
28,2,37,EMP4O72,1,Low,Female,Healthcare,11,5
80,2,23,EMP.,5,High,Non-binary,Retail,1,1
81,2,37,EMP4074,1,Low,Male,Education,11,3
34,2,59,EMP4075,1,High,Female,Finance,11,5
31,1,50,EMP4076,9,Medium,Non-binary,Finance,15,3
86,1,46,EMP4077,2,Medium,Prefer not to say,Manufacturing,10,1
35,4,54,EMP.,5,Medium,Female,Finance,12,4
24,10,38,EMP4079,3,High,Male,Education,11,5
60,8,55,EMP4080,1,High,Female,Finance,3,3
20,2,49,EMP4081,8,Medium,Prefer not to say,IT,4,3
88,3,41,EMP4082,3,High,Non-binary,Education,9,4
26,4,22,EMP4083,5,Medium,Male,Retail,8,2
99,10,52,EMP4084,1,Medium,Prefer not to say,IT,15,1
32,5,28,EMP4085,1,Low,Non-binary,Manufacturing,1,1
20,9,50,HtE_EMP4086,5,Medium,Non-binary,Reta.,10,1
43,1,35,EMP4087,9,high-topped,Non-binary,Finance,2,3
49,1,33,EMP4088,3,Low,Male,Education,7,4
48,3,47,EMP4089,3,High,Male,Manufacturing,9,3
28,5,51,EMP4090,1,Low,Prefer not to say,Retail,6,2
93,1,57,EMP4091,3,Medium,Non-binary,Education,6,4
40,5,59,EMP4092,5,Low,Female,Education,1,3
52,1,25,EMP40.,3,High,Female,Education,11,5
22,4,42,EMP4094,2,Low,Male,Finance,10,3
28,3,34,EMP4095,4,Medium,Female,Retail,10,1
49,3,33,EMP4096,3,L.,Non-binary,Manufacturing,0,1
49,4,23,EMP4097,2,Medium,Male,U_Finance,12,2
57,2,23,EMP4098,3,High,Male,Education,12,5
21,4,54,EMP4099,5,Low,Prefer not to say,IT,5,4
92,4,34,EMP4I00,3,High,Non-binary,IT,6,3
40,5,54,EMP4101,3,High,Male,Retail,9,1
46,3,43,EMP4102,5,Hi.,Prefer not to say,IT,15,1
48,4,53,EMP4103,2,High,Non-binary,Consulting,8,2
47,5,59,EMP4104,2,Medium,Male,Consulting,12,2
48,2,33,EMP4105,3,Medium,Non-binary,Consulting,0,4
51,5,58,EMP4106,2,Low,Female,IT,0,2
21,5,36,EMP4107,5,Medium,Prefer not to say,Manufacturing,4,3
60,4,27,EMP4108,9,L.,Non-binary,Healthcare,6,2
27,2,32,EMP4109,4,Low,Non-binary,Finance,11,3
51,4,40,EMP4110,3,Medium,Non-binary,Manufacturing,8,4
81,5,59,EMP4111,2,High,Non-binary,Education,9,1
39,5,55,EMP4112,4,Medium,Male,Finance,7,4
53,4,24,EMP4113,9,High,Non-binary,Consulting,11,2
27,3,50,EMP4114,1,Low,Male,Manufacturing,12,4
46,2,49,EMP4115,8,High,Non-binary,Retail,2,5
42,1,46,EMP4116,1,low-toned,Prefer not to say,Manufacturing,5,1
51,5,27,EMP4117,3,Low,Prefer not to say,Consulting,6,1
87,1,47,EMP4118,8,Medium,Male,Manufacturing,3,2
40,8,47,EMP4119,10,vQS_High,Male,Retail,13,3
35,4,41,EMP4120,3,k_High,Prefer not to say,Consulting,6,1
33,3,30,EMP4121,5,High,Male,Finance,9,3
45,2,27,EMP4122,3,High,Male,Retail,15,4
37,1,48,EMP4123,1,xx_Medium,Female,Healthcare,3,1
41,3,28,EMP4124,5,Medium,Female,Education,6,1
52,1,25,EMP4125,3,M.,Male,IT,13,2
83,3,31,EMP4126,4,Low,Prefer not to say,Education,4,5
52,2,30,EMP4127,4,Low,Female,Healthcare,15,5
32,4,30,EMP4128,1,High,Non-binary,Education,8,3
44,3,55,zn_EMP4129,3,High,Male,Education,13,1
57,2,43,EMP4130,1,Medium,Male,Retail,12,4
43,3,44,EMP4131,1,High,Male,Consulting,10,2
54,5,54,EMP4132,5,High,Non-binary,Retail,13,5
43,2,53,EMP4133,5,High,Prefer not to say,IT,2,4
32,2,53,EMP4134,5,High,Non-binary,Healthcare,6,3
58,3,23,EMP4135,4,High,Male,Manufacturing,8,4
45,1,50,EMP4I36,3,Medium,Male,Education,1,1
49,2,42,EMP4137,3,Low,Female,Education,14,2
26,5,47,EMP4138,4,Medium,Non-binary,Consulting,6,2
39,1,37,EMP4139,2,High,Prefer not to say,Retail,3,5
28,1,40,EMP4140,4,Low,Non-binary,IT,4,2
79,10,43,EMP4141,9,Medium,Prefer not to say,Retail,2,2
22,4,33,EMP4142,4,Low,Non-binary,manufacture,5,3
57,2,53,EMP4143,4,High,Prefer not to say,Education,14,3
57,3,39,EMP4144,3,Medium,Male,Healthcare,8,3
59,5,44,EMP4145,1,Low,Non-binary,IT,0,2
32,1,41,EMP4146,1,Low,Female,IT,3,4
54,2,49,EMP4147,1,High,Female,Manufacturing,3,1
59,2,27,EMP4148,5,Low,Non-binary,Healthcare,4,3
20,1,36,EMP4149,9,Low,Male,Retail,4,4
52,5,26,EMP4150,1,High,Non-binary,Manufacturing,2,2
33,1,36,EMP4151,1,High,Non-binary,1T,10,3
34,5,47,EMP4152,3,Medium,Male,IT,4,5
30,4,53,EMP4153,4,Medium,Male,Finance,8,3
22,5,22,EMP4154,3,Low,Prefer not to say,Retail,8,3
25,4,33,EMP4155,1,Low,Male,Finance,14,5
97,3,31,EMP4156,2,Low,Prefer not to say,Manufacturing,9,3
33,3,59,EMP4157,4,Medium,Non-binary,Consulting,13,4
51,5,22,EMP4158,1,Medium,Prefer not to say,Healthcare,15,1
60,5,28,EMP4159,4,Low,Prefer not to say,Consulting,11,1
45,2,33,EMP4160,3,Medium,Prefer not to say,Consulting,2,3
55,5,37,EMP4161,2,Low,Male,Manufacturing,9,5
87,1,40,EMP4162,2,Medium,Non-binary,Education,4,3
48,8,40,EMP4163,4,Low,Male,Education,3,3
60,2,50,EMP4164,2,Low,Prefer not to say,Education,13,5
85,3,37,EMP4165,9,High,Prefer not to say,Finance,3,2
44,10,40,EMP4166,2,Medium,Prefer not to say,Finance,10,5
51,2,51,EMP4167,9,Medium,Male,Education,5,4
24,1,35,EMP4168,3,Low,Male,Retail,3,3
41,3,44,EMP4169,4,High,Non-binary,IT,9,5
20,4,33,EMP4170,4,High,Female,Retail,10,2
44,3,53,EMP4171,5,Low,Female,IT,0,2
37,2,50,EMP4172,1,Medium,Prefer not to say,IT,10,5
48,4,58,EMP4173,3,Low,Non-binary,Retail,6,5
42,4,44,EMP4174,1,Medium,Non-binary,Finance,15,1
57,3,45,EMP4175,2,Low,Male,Finance,10,4
39,1,53,EM.,5,Low,Prefer not to say,IT,4,5
34,4,45,EMP4177,1,PeIc_Low,Female,Healthcare,14,1
22,5,23,EMP4178,1,High,Male,t_Education,4,3
29,5,44,EMP4179,3,Low,Female,Finance,5,5
59,2,44,EMP4180,5,V_High,Prefer not to say,Consulting,3,3
49,3,52,EMP418I,3,High,Female,n_Retail,3,5
96,3,26,EMP4182,2,Medium,Female,Healthcare,8,4
32,5,30,EMP4183,2,Low,Female,Healthcare,10,3
49,9,45,EMP4184,3,High,Male,Consulting,14,5
20,1,57,EMP4185,4,Hig.,Female,Education,0,2
39,2,35,EMP4186,5,High,Male,Healthcare,14,5
37,3,38,EMP4187,1,High,Prefer not to say,Consulting,11,4
23,1,32,EMP4188,2,High,Prefer not to say,Education,10,3
40,1,26,EMP4189,3,Medium,Female,Healthcare,13,1
31,1,29,EM.,9,Low,Male,Healthcare,14,1
52,3,49,EMP4191,5,H.,Male,IT,13,5
23,1,53,EMP4192,1,High,Female,Finance,2,3
34,3,52,EMP4I93,4,Medium,Female,Retail,11,1
76,3,31,EMP4194,4,Medium,Female,Finance,15,3
22,4,49,EMP4195,5,High,Female,Education,0,3
29,2,58,EMP4196,8,Low,Male,IT,14,1
60,3,43,EMP4197,3,Low,Male,Education,4,4
98,3,56,EMP4198,5,Low,Non-binary,Finance,12,5
49,1,34,EMP4199,3,Low,Non-binary,Consulting,0,4
41,5,55,EMP4200,5,Medium,Male,Healthcare,10,2
30,8,42,EMP4201,5,Medium,Male,Education,0,2
56,1,51,EMP4202,5,Low,Female,Educat.,3,2
24,8,57,EMP4203,2,High,Prefer not to say,Education,13,3
41,4,29,EMP4204,1,Low,Prefer not to say,Retail,8,4
55,2,24,EMP4205,2,Medium,Prefer not to say,Retail,1,5
35,2,44,EMP4206,7,High,Male,Healthcare,9,3
79,4,34,EMP4207,3,Low,Non-binary,IT,1,1
24,1,23,EMP4208,4,Medium,Female,Finance,9,2
30,3,44,EMP4209,2,High,Prefer not to say,IT,8,1
49,2,46,EMP4210,4,Medium,Male,Healthcare,0,5
78,5,38,EMP4211,3,Low,Non-binary,Education,4,2
43,4,35,EMP4212,5,High,Female,Consulting,14,5
43,1,41,EMP4213,5,Low,Prefer not to say,Retail,8,2
84,4,42,EMP4214,4,Low,Prefer not to say,IT,0,2
90,3,50,EMP4215,1,Low,Prefer not to say,IT.,1,5
50,2,60,EMP4216,3,High,Non-binary,Consulting,14,2
46,5,54,EMP4217,3,Low,Male,Retail,9,1
91,3,31,EMP4218,4,Medium,Male,Consulting,2,4
36,8,35,EMP4219,4,Medium,Non-binary,Healthcare,14,2
39,1,46,EMP4220,5,high-topped,Prefer not to say,Finance,10,1
59,3,56,EMP4221,4,Low,Prefer not to say,1T,15,4
50,2,47,EMP4222,2,Ri3_Low,Prefer not to say,Retail,12,4
40,5,59,EMP4223,3,Med.,Prefer not to say,Retail,6,4
49,5,48,EMP4224,4,High,Non-binary,Retail,7,1
44,3,28,EMP4225,4,Low,Prefer not to say,Education,8,5
27,4,30,EMP4226,5,Low,Male,IT,7,3
28,4,24,EMP4227,2,culture medium,Male,Consulting,13,2
36,4,47,EMP4228,2,High,Non-binary,Finance,5,3
35,4,34,EMP4229,3,Medium,Prefer not to say,Education,8,4
36,2,59,EMP4230,1,High,Prefer not to say,Finance,7,4
34,2,52,EMP4231,8,Medium,Male,Education,8,2
52,3,57,EMP4232,4,Medium,Prefer not to say,Healthcare,3,3
21,2,49,EMP4233,1,Med.,Prefer not to say,s4_Finance,5,2
55,8,26,EMP4234,3,Medium,Non-binary,R.,8,1
43,4,39,EMP423S,2,Low,Female,I.,11,2
52,1,59,EMP4236,4,Medium,Non-binary,Education,15,1
37,1,38,EMP4237,3,Medium,Non-binary,Manufacturing,2,2
43,1,60,EMP4238,4,High,Non-binary,Healthcare,2,3
57,2,48,EMP4239,3,Low,Female,Finance,11,2
39,2,45,EMP4240,3,Lo.,Non-binary,Manufacturing,13,4
21,5,32,zk_EMP4241,2,Medium,Female,IT,13,3
26,2,52,EMP4242,5,Low,Male,L_Retail,5,2
51,2,26,EMP4243,3,High,Male,IT,13,2
55,7,38,EMP4244,4,Low,Non-binary,Manufacturing,9,2
47,4,23,EMP4245,1,low-toned,Non-binary,Manufacturing,11,3
57,4,29,EMP4246,3,Low,Male,Healthcare,15,4
37,3,49,EMP4247,2,High,Female,Education,1,4
36,3,29,EMP4248,1,Medium,Male,Education,10,1
36,9,36,EMP4249,5,High,Male,Finance,14,2
28,5,44,EMP4250,3,Medium,Male,aZ_Retail,5,3
23,4,31,EMP4251,2,Medium,Female,Consulting,5,1
25,1,58,EMP4252,5,High,Female,education department,12,3
28,2,49,EMP4253,4,Medium,Prefer not to say,Retail,10,5
39,2,55,EMP4254,5,High,Male,Manufacturing,8,1
44,4,51,EMP4255,1,Low,Prefer not to say,IT,2,3
22,5,27,EMP4256,3,Medium,Non-binary,Education,0,5
46,2,56,EMP4257,5,Medium,Male,Retail,5,5
30,8,24,EMP4258,3,Low,Male,Finance,13,5
42,10,24,EMP4259,3,Low,Female,Finance,5,3
31,4,29,EMP4260,1,Medium,Male,Education,3,4
44,1,58,EMP4261,2,Low,Non-binary,Healthcare,3,2
53,2,31,EMP4262,2,Medium,Prefer not to say,KGn_Retail,1,3
47,2,30,EMP4Z63,1,Low,Prefer not to say,Retail,9,4
31,3,43,EMP4264,4,Medium,Female,I.,14,5
50,4,26,EMP4265,1,Low,Prefer not to say,Finance,14,4
55,9,45,EMP4266,4,Medium,Prefer not to say,Manufacturing,2,1
37,1,22,EMP4267,2,H.,Male,Healthcare,11,1
57,8,50,EMP4268,1,Medium,Male,Finance,5,2
27,2,48,EMP4269,4,Low,Non-binary,IT,14,4
43,9,58,EMP4270,5,Medium,Female,education department,11,2
28,3,35,EMP4271,2,Low,Male,Finance,5,5
46,2,53,EMP4272,5,High,Non-binary,Manufacturing,11,4
36,2,25,EMP4273,2,High,Prefer not to say,Consulting,10,2
48,8,53,EMP4274,1,Medium,Male,Finance,10,1
36,1,29,EMP4275,1,Low,Prefer not to say,IT,12,1
56,4,25,EMP4276,1,Low,Non-binary,Retail,0,5
51,5,31,EMP4277,1,Low,Non-binary,IT,0,2
29,4,52,EMP4278,3,High,Female,Finance,7,2
56,3,34,EMP4279,4,High,Prefer not to say,Consulting,14,1
31,1,45,EMP4280,5,Medium,Male,R.,4,2
88,2,47,EMP4281,3,High,Non-binary,Education,8,3
32,1,27,EMP4282,3,High,Non-binary,manufacture,4,4
35,10,26,EMP4283,3,Low,Non-binary,Manufacturing,3,2
56,4,37,EMP42.,8,Medium,Non-binary,Finance,10,4
60,8,60,EMP4285,2,Medium,Female,Manufacturing,11,3
44,3,29,EMP4286,2,Low,Non-binary,R_Education,15,5
30,2,27,EMP4287,5,Medium,Non-binary,IT,4,4
80,2,36,EMP4288,2,High,Non-binary,Manufacturing,1,2
35,2,52,EMP4289,5,L.,Male,IT,5,5
60,4,37,EMP4290,4,High,Male,q_Education,9,3
92,9,55,EMP4291,3,Low,Female,C.,6,5
24,8,51,EMP429Z,2,a_Medium,Male,Finance,3,3
26,4,37,EMP4Z93,3,Medium,Female,Consulting,10,3
58,2,28,EMP4294,2,High,Female,Consulting,9,3
32,2,28,EMP4295,4,Medium,Non-binary,y_Consulting,5,3
21,4,47,EMP4296,9,Medium,Female,Consul.,0,4
39,1,23,EMP4297,9,Low,Female,Education,10,1
53,3,32,EMP4298,1,High,Non-binary,Healthc.,3,3
20,3,38,EMP4299,9,taVr_Medium,Non-binary,Consulting,3,4
39,4,22,EMP4300,5,Ufn_Low,Prefer not to say,Manufacturing,12,1
46,2,32,EMP4301,5,High,Male,Education,3,1
28,1,22,EMP4302,8,low-toned,Female,Retail,13,4
44,9,46,EMP4303,3,High,Male,IT,10,1
32,2,30,EMP43O4,1,Low,Non-binary,Manufacturing,7,2
54,2,25,EMP4305,3,Medium,Female,IT,4,5
36,3,49,Op_EMP4306,5,Medium,Female,I.,8,1
52,1,51,EMP4307,4,High,Prefer not to say,Consulting,9,1
26,3,57,EMP4308,1,High,Prefer not to say,Education,6,4
36,4,58,EMP4309,4,Medium,Male,Education,0,3
27,4,45,EMP4310,2,Medium,Prefer not to say,Manufacturing,15,4
56,5,32,EMP4311,8,High,Prefer not to say,IT,11,1
53,1,45,EMP4312,2,Low,Non-binary,Consulting,10,1
35,4,28,EMP4313,2,High,Female,Retail,8,2
57,1,22,EMP4314,5,High,Non-binary,Education,3,5
36,2,41,EMP4315,5,High,Non-binary,Finance,10,1
47,8,37,EMP4316,4,High,Non-binary,Healthcare,0,3
86,1,25,EMP4317,8,Low,Female,Heal.,8,5
55,2,33,EMP4318,5,High,Female,Consulting,14,2
27,1,50,EMP4319,2,a_Low,Male,Finance,9,1
24,5,56,EMP4320,1,Low,Prefer not to say,Reta.,14,5
29,3,51,EMP4321,1,Medium,Non-binary,Finance,2,5
37,3,42,EMP4322,8,High,Non-binary,Mj_IT,10,4
53,9,50,EMP4323,4,High,Male,Manufacturing,7,1
