keep company financial backing  remote control do work,DHIHOrvRCC,Stress_Level,Sleep_Quality,Hours_Worked_Per_Week,Age,Social_Isolation_Rating,Years_of_Experience,Job_Role,1f,Access_to_Mental_Health_Resources,Physical_Activity,do work situating
5,Oceania,Low,Poor,38,34,4,26,Project Manager,Finance,No,Daily,Onsite
5,South America,High,Poor,43,59,3,32,HR,Finance,No,None,Onsitf
1,North America,Medium,Average,36,54,3,10,Data Scientist,Manufacturing,No,Weekly,Hynrid
5,Europe,High,Poor,57,44,1,9,HR,R.,No,Weekly,Remote
9,South America,High,Poor,55,25,1,18,Sales,Retail,No,None,8nslte
3,Asia,Medium,Average,37,57,3,5,Software Engineer,Healthcare,No,None,Onsite
2,Africa,Medium,Good,22,44,4,29,Designer,Consulting,No,Weekly,Hybr.
7,Africa,Low,Average,40,29,5,15,HR,Finance,No,None,Hybrid
3,Asia,Medium,Poor,36,43,1,34,Project Manager,Consulting,Yes,Weekly,Hibrid
3,Africa,Medium,Good,57,48,4,16,Project Manager,Healthcare,No,None,
8,North America,High,Poor,52,31,4,34,Designer,Retail,No,Daily,Reko5e
3,Asia,High,Good,54,49,5,17,Designer,Consulting,No,Daily,0nsite
4,South America,Low,Average,49,45,4,11,Data Scientist,IT,No,None,Remote
9,Africa,High,Average,30,52,3,6,Data Scientist,Education,Yes,Daily,
5,Africa,Low,Good,26,47,1,34,Project Manager,Education,No,Daily,Onsite
2,Europe,High,Poor,38,38,1,7,Marketing,Reta.,Yes,Weekly,
4,Europe,Low,Average,27,36,3,17,Project Manager,IT,Yes,None,Remo.
3,North America,Medium,Average,31,56,2,11,Software Engineer,Retail,Yes,Weekly,Onsite
8,Europe,High,Good,33,42,2,34,Project Manager,IT,Yes,None,Onsite
1,North America,Low,Average,48,41,4,1,Sales,Education,No,None,Onsite
4,Oceania,Low,Poor,20,33,1,23,Project Manager,Finance,No,Weekly,Onsita
8,Asia,Low,Average,47,25,3,25,Sales,IT.,No,Weekly,Tejote
10,Oceania,Low,Average,40,36,4,10,Sales,IT,No,None,Ons.
3,Asia,Low,Average,30,53,4,35,Sales,Finance,No,Daily,Ramote
5,Asia,High,Good,52,56,3,18,Sales,,Yes,Weekly,Hygrid
9,Asia,Low,Poor,48,51,1,20,Sales,IT,No,None,Hybrid
3,Europe,Low,Good,41,52,1,23,Project Manager,Finande,Yes,None,Remote
2,Oceania,High,Average,54,30,5,19,Sales,Manufacturing,No,Weekly,Onsite
2,Oceania,Medium,Poor,41,28,3,32,Marketing,IT,No,Daily,Hyb.
4,Oceania,Low,Good,40,44,3,34,Sales,Manufacturing,Yes,None,Onzite
4,Asia,Low,Good,43,45,5,12,Software Engineer,IT,No,Daily,
8,South America,High,Good,55,23,2,8,HR,Healthcare,No,Weekly,
4,Africa,Medium,Good,46,44,2,11,HR,Retail,No,Daily,Remote
10,Europe,Medium,Good,36,51,3,22,Software Engineer,Consulting,Yes,Daily,Hybrid
5,Europe,Low,Poor,54,26,5,7,Data Scientist,Finance,No,Weekly,Remo5e
9,South America,High,Poor,34,29,1,26,Designer,Education,No,None,Rem.
2,North America,Low,Poor,41,45,3,20,Data Scientist,Education,No,None,Onsite
3,Africa,High,Good,53,49,4,2,Designer,,Yes,None,Onsite
9,North America,Low,Good,46,50,5,10,Project Manager,Consulting,No,None,Hybrid
3,South America,Low,Poor,35,32,1,23,Project Manager,Manufakturing,No,None,Remotr
9,Europe,High,Poor,44,28,5,35,Project Manager,Healthcare,No,Weekly,
4,Oceania,High,Average,20,22,1,11,Software Engineer,Educat.,No,None,Remote
3,Asia,High,Poor,37,50,1,22,Project Manager,Consulting,No,Weekly,Remote
8,Africa,Low,Average,57,31,4,25,Project Manager,Finance,Yes,Daily,0nsite
5,Europe,Medium,Average,20,27,4,14,Sales,Finance,No,Daily,Onsite
5,North America,High,Poor,54,25,4,5,Marketing,Jan6fqcturing,No,None,Hybrid
9,Europe,High,Good,53,43,1,35,Marketing,,Yes,Daily,Re.
4,South America,Low,Poor,53,48,1,18,Marketing,Healthcare,No,None,
2,Oceania,Medium,Good,25,24,5,15,Marketing,Manufacturing,No,None,Hybrid
2,Europe,Medium,Average,28,30,5,9,Data Scientist,Cons.,No,Daily,Remote
0,Oceania,High,Poor,42,50,3,18,Marketing,Finance,No,None,Hybrit
5,Africa,Low,Average,44,42,2,8,Designer,Healthcare,No,Weekly,Remote
3,South America,High,Average,23,50,5,1,Sales,Manuvacturing,No,Daily,Rrmohe
1,South America,Low,Poor,57,51,1,32,Software Engineer,Retail,Yes,Weekly,Hybrit
2,Asia,Medium,Good,41,57,5,8,Data Scientist,Education,Yes,None,Onsite
4,Oceania,Low,Average,42,29,5,33,Designer,Education,No,Weekly,Hybrit
2,Africa,High,Poor,56,28,5,22,Designer,Manuvacturing,No,None,Remote
2,Europe,High,Poor,23,55,5,16,HR,Healthcare,No,None,Onxi6e
2,Asia,High,Poor,58,59,3,15,Project Manager,Education,No,Weekly,Hybrid
1,Europe,High,Poor,43,55,4,32,Data Scientist,Consulting,Yes,None,Hybrid
4,Asia,Low,Average,41,57,2,16,HR,OT,No,Weekly,0nsite
5,South America,Medium,Average,33,43,5,19,HR,Finance,Yes,Daily,Remote
4,South America,Low,Poor,53,25,2,33,HR,Manufecturing,Yes,Daily,0nsite
2,Oceania,High,Good,23,52,3,22,HR,Consulting,Yes,Weekly,Hybrid
10,Europe,High,Good,21,49,4,8,Designer,Finance,No,Weekly,Ons7te
2,Europe,High,Poor,28,38,5,3,Project Manager,IT,Yes,Daily,Remote
3,Oceania,High,Poor,52,50,3,19,Project Manager,Healthcare,No,Weekly,Hybrid
2,Oceania,High,Poor,38,33,4,5,Software Engineer,Consulting,Yes,None,Remote
6,North America,High,Good,25,51,2,5,Designer,Manufacturing,Yes,None,Hybrid
8,Europe,Low,Good,49,51,3,24,Marketing,Healthcare,Yes,Weekly,Remote
3,Europe,Low,Average,37,58,1,14,Software Engineer,IT,No,Daily,
2,Asia,Low,Poor,33,34,1,35,Software Engineer,Educat7og,No,None,Remote
2,North America,Medium,Average,42,53,3,11,Designer,,No,Weekly,Remote
1,South America,Medium,Average,42,59,3,24,Software Engineer,Reta.,No,Weekly,Onsi4e
3,Asia,High,Poor,23,22,3,28,HR,Consulting,Yes,None,Hibrid
2,Asia,Medium,Poor,50,50,2,34,Project Manager,Healthcare,No,None,Onsite
8,Asia,Medium,Poor,37,30,4,9,Marketing,Consulting,No,Weekly,Renotr
2,Africa,Low,Average,59,32,3,17,Data Scientist,Healthcare,No,Weekly,Hybrid
3,Europe,Low,Poor,34,55,5,10,Project Manager,F.,Yes,None,Hybrid
3,North America,High,Poor,59,52,1,27,Marketing,Education,No,Daily,Onsite
2,South America,High,Average,50,45,3,25,Sales,IT,No,None,Onsita
3,North America,Low,Poor,34,32,3,31,Data Scientist,Education,No,Weekly,Hibrid
1,South America,Low,Good,27,44,1,9,Data Scientist,Retayl,Yes,Weekly,Ramote
3,North America,Medium,Average,42,39,2,24,Marketing,Healthcare,No,Daily,Onsite
5,South America,Medium,Poor,50,23,1,5,Marketing,,Yes,None,Hybrid
4,Africa,Low,Average,41,42,4,15,Designer,ID,No,Daily,Onsite
1,North America,Low,Good,29,44,2,8,Project Manager,Healthcare,No,Weekly,Remote
2,North America,Low,Average,28,23,4,29,Project Manager,Manufacturing,No,Daily,
9,Asia,Medium,Poor,20,34,3,24,HR,Manufact.,Yes,Daily,Ons.
10,Europe,High,Poor,51,28,1,33,Sales,F9nanc4,Yes,Weekly,Onsite
2,North America,High,Poor,22,28,2,34,Project Manager,Manufacturing,No,Daily,Hybrid
2,Asia,Low,Poor,54,23,1,18,Data Scientist,Healthcare,Yes,None,Remote
2,Oceania,High,Average,43,57,4,30,Designer,,Yes,Daily,Onsite
9,North America,Medium,Average,23,27,3,9,Project Manager,Healthcare,No,Daily,Re.
5,North America,Medium,Poor,41,35,4,35,Data Scientist,Consulting,Yes,Daily,R.
5,South America,Medium,Good,57,40,2,1,Project Manager,Consulting,No,None,Onsite
3,Africa,Medium,Good,25,37,2,3,Sales,IT,No,Weekly,Hybrid
3,Asia,High,Poor,35,59,2,15,Designer,,Yes,None,Remote
8,Oceania,Low,Poor,44,33,5,31,HR,Consulting,No,Daily,
8,Africa,High,Average,23,27,4,27,Sales,IT,No,Weekly,Hybrid
8,Europe,High,Average,32,42,1,13,Project Manager,Educadion,No,None,Remote
3,Europe,High,Average,20,50,2,19,Designer,Healthcare,No,Weekly,Remote
1,Asia,Low,Good,54,45,4,20,Project Manager,Healthcare,Yes,None,Onsyte
7,Oceania,High,Good,44,45,5,4,Software Engineer,Healthcare,No,None,Hyprid
3,North America,High,Poor,41,53,3,9,HR,Healthcare,No,None,Remote
2,Oceania,Medium,Good,59,49,5,22,Project Manager,,Yes,Daily,
5,Oceania,Medium,Average,37,30,3,19,Designer,IT,No,Daily,Remote
4,Oceania,Medium,Poor,29,56,5,35,Project Manager,Manufecturing,No,None,
5,Asia,Low,Good,38,57,1,15,Marketing,Healthcare,No,None,Remote
3,Asia,Low,Poor,38,56,2,6,Data Scientist,Finance,No,None,Onsite
1,Asia,Medium,Average,21,49,2,10,Designer,Finance,No,Weekly,Hybrid
2,North America,Medium,Good,34,27,4,21,Marketing,IT.,Yes,Weekly,Hybrid
1,Oceania,Low,Poor,48,40,1,12,Designer,1T,Yes,Weekly,Hybrid
3,Europe,Medium,Poor,46,53,2,21,Data Scientist,,No,Daily,Hybrid
9,South America,Medium,Poor,32,49,4,8,Software Engineer,Healthcare,No,Daily,Hybrid
3,North America,High,Poor,54,59,4,24,Project Manager,,No,Weekly,Hybrid
7,Oceania,High,Good,37,35,2,30,Sales,Retail,Yes,Daily,O.
2,North America,Low,Poor,29,54,3,17,Project Manager,Manufacturing,No,None,
1,Asia,Medium,Average,23,24,2,30,Software Engineer,Consulting,Yes,Weekly,Hybryd
2,South America,Medium,Poor,28,47,5,3,HR,Finance,No,None,Remote
2,South America,Low,Good,30,34,5,33,Marketing,F.,Yes,Daily,Rem.
2,Europe,Medium,Poor,29,36,2,14,Data Scientist,Manufacturing,No,Daily,Ondlte
1,Europe,Low,Average,54,60,1,34,HR,Retail,No,Daily,Remote
3,Africa,High,Good,36,26,2,1,HR,Consulting,Yes,Daily,Hybrid
2,Asia,High,Poor,36,54,1,22,Marketing,9T,No,None,Onzite
2,Oceania,High,Average,46,41,1,10,Data Scientist,,No,Daily,Remote
8,Oceania,Low,Average,30,58,5,2,Designer,Manufacturing,Yes,Daily,Hybrid
4,Asia,High,Poor,46,34,2,22,Marketing,Retail,Yes,Daily,Remote
5,Oceania,Low,Average,20,57,5,21,Data Scientist,1T,No,Daily,Remote
3,Asia,High,Poor,45,58,3,5,Marketing,Finance,No,Weekly,Hybrid
4,Africa,Low,Poor,37,27,2,30,Marketing,Consulting,No,None,Hybr.
0,Africa,Low,Good,36,56,4,9,Marketing,Finance,No,None,Remo.
8,Oceania,High,Good,60,27,4,4,Data Scientist,Finance,No,None,Remote
5,North America,Low,Average,27,31,2,32,Sales,Finence,Yes,Weekly,Hybrid
2,Africa,Medium,Average,47,60,4,28,Sales,Manufacturing,Yes,None,Remotd
3,Africa,Low,Poor,46,27,2,2,HR,Mealthcar4,No,Weekly,Remote
3,Europe,Medium,Good,58,42,5,2,Project Manager,Educa.,No,Daily,Hybrid
3,Oceania,Low,Good,33,22,5,1,Data Scientist,Retail,Yes,Daily,Hybrid
3,Africa,Medium,Poor,27,47,4,25,HR,IT.,Yes,None,Onsl6e
9,Asia,Medium,Average,56,50,4,11,Project Manager,Cinsulting,Yes,Weekly,Onsite
1,South America,Low,Good,32,43,4,21,Software Engineer,Manufacturing,Yes,Daily,Onsite
8,Oceania,High,Good,31,37,5,34,HR,Manufacturing,Yes,Weekly,Hyprid
5,North America,High,Poor,47,43,5,35,Data Scientist,Education,No,Daily,Onsite
9,South America,High,Good,35,43,3,29,Designer,Finance,Yes,Weekly,Hybrid
2,Africa,High,Good,52,45,4,28,Sales,Healthcare,Yes,Daily,
2,Europe,Low,Average,57,44,2,7,Project Manager,IT,Yes,Daily,Hybrid
2,South America,Low,Average,57,34,4,4,Designer,Retail,No,Daily,Onsite
4,Oceania,Low,Good,38,29,4,25,HR,Manufacturing,No,Weekly,Onsite
9,Asia,Low,Average,22,54,1,16,Sales,Consulting,No,Daily,Remota
2,Africa,High,Good,50,36,4,23,HR,IT,No,None,Hybrid
3,Oceania,Medium,Average,28,46,3,22,HR,Retail,Yes,Weekly,Renite
8,North America,Low,Poor,22,31,4,14,Software Engineer,Healthcare,No,None,Onsite
3,South America,High,Average,24,46,1,3,Sales,Healthcare,Yes,None,Remote
8,Oceania,Low,Good,32,38,2,18,Designer,Educa6ion,No,Daily,Hybrid
3,Asia,High,Poor,41,25,5,27,Sales,IY,Yes,None,Rem.
5,Europe,High,Poor,21,50,4,6,Designer,Finance,No,None,Hybrid
1,Oceania,High,Average,53,58,2,2,Project Manager,Finance,No,Weekly,Onsite
8,North America,High,Good,60,47,4,19,Project Manager,Edukation,Yes,Daily,Hybrid
4,South America,Medium,Good,56,27,3,7,Sales,,Yes,Weekly,On.
1,Europe,Low,Average,34,24,4,11,HR,Consulting,No,Daily,Onsite
2,Europe,Low,Good,26,38,2,33,Project Manager,Retail,No,Daily,Onsite
1,Asia,Medium,Poor,29,38,5,22,Designer,Manufacturing,No,Daily,Remote
9,Africa,High,Poor,36,22,5,16,Software Engineer,Fina.,Yes,Weekly,Hybrid
2,Asia,Medium,Good,25,40,4,8,Data Scientist,Conzulting,Yes,None,
3,South America,High,Average,31,39,1,20,Sales,,No,Daily,Hybrid
3,Oceania,Low,Average,38,43,5,12,Sales,Healthcare,No,Weekly,Knsite
4,South America,Low,Good,41,44,2,12,Sales,,Yes,Daily,R.
1,North America,High,Average,34,47,3,33,Project Manager,IT,No,Daily,0nsite
3,Asia,Medium,Good,29,35,5,24,Project Manager,,Yes,Weekly,Hybrid
4,Oceania,Low,Average,45,23,5,28,HR,,Yes,Weekly,Re.
5,Africa,High,Good,60,27,5,6,Project Manager,Healthcare,Yes,Daily,Onsite
4,North America,Medium,Average,48,47,5,12,Project Manager,Education,Yes,None,Onside
2,Asia,High,Average,23,39,5,3,HR,Healthcare,No,Weekly,
8,Africa,Low,Poor,60,39,3,3,HR,Educwt9on,Yes,Daily,Onsite
5,Oceania,Low,Poor,37,59,4,6,Designer,Consulting,Yes,Weekly,Hybrid
2,South America,Medium,Good,34,52,1,34,HR,IT,Yes,Daily,Hibrid
3,Africa,High,Good,54,29,5,23,Marketing,,No,None,
8,North America,High,Poor,29,51,1,32,Marketing,Educat.,No,Daily,
3,Africa,Low,Good,36,23,1,10,Designer,Consulting,No,Daily,Remote
9,South America,Low,Average,54,24,4,30,HR,,No,None,Onsite
3,Oceania,Low,Poor,55,41,2,18,Designer,H.,Yes,None,Hybrid
4,Oceania,Low,Average,56,52,4,16,HR,Retail,No,None,Onsita
4,Europe,High,Average,48,52,1,3,Software Engineer,,Yes,Weekly,Onsite
10,Oceania,High,Poor,52,37,2,21,Designer,Vinance,Yes,Weekly,Onsite
2,Europe,Medium,Poor,49,57,3,8,Software Engineer,Retail,Yes,None,Hybrid
8,Africa,Low,Average,26,51,3,6,Data Scientist,Healthcare,Yes,None,Remote
8,Africa,High,Good,21,45,3,25,Sales,Reteil,Yes,Weekly,Remote
10,Oceania,Medium,Good,20,53,5,22,Project Manager,Retail,Yes,Daily,Onsite
4,Oceania,Medium,Average,27,26,3,1,Marketing,IT,No,Daily,Onsite
2,Europe,Low,Poor,54,52,1,25,Designer,Education,Yes,Weekly,Hybrid
4,North America,Medium,Poor,23,39,1,12,Project Manager,Healthcare,No,Daily,
2,Oceania,High,Average,53,47,1,19,Project Manager,Manufacturing,No,Daily,Remote
1,Asia,Low,Poor,57,32,4,21,Project Manager,Healthcare,Yes,Weekly,Hybrid
1,Africa,Medium,Good,41,29,3,28,Project Manager,Healthcare,Yes,Weekly,Onsife
5,Africa,Low,Poor,20,40,4,2,Project Manager,Re6aik,No,Daily,Remote
9,Europe,Medium,Average,35,44,5,9,Software Engineer,Finance,No,Weekly,Onsite
1,Oceania,High,Good,57,53,1,10,Marketing,Finance,Yes,None,Hybrid
8,Oceania,Medium,Good,50,23,3,20,Sales,Consultinf,Yes,Daily,Onsite
1,South America,Medium,Good,24,36,1,26,HR,Manufacturing,Yes,Weekly,Remote
5,Africa,Medium,Poor,25,39,4,9,Designer,Reteil,No,None,Remote
3,Asia,Low,Good,35,59,2,2,Marketing,IT,No,Daily,H.
3,South America,Low,Average,37,37,5,25,HR,Healthcare,Yes,Daily,Onsite
5,Asia,Medium,Average,51,30,2,4,Software Engineer,IT,Yes,Weekly,Onside
2,Oceania,High,Good,47,24,5,3,Project Manager,Consulting,Yes,Daily,Hybrid
5,North America,High,Poor,28,47,3,15,Software Engineer,,Yes,None,Remo.
3,South America,High,Poor,33,59,3,7,Project Manager,Finance,No,Weekly,Onsite
3,Asia,High,Poor,31,37,3,29,HR,Educ.,Yes,None,On.
4,Oceania,High,Poor,32,57,4,5,Marketing,IT,Yes,Weekly,Remote
3,Europe,Medium,Good,38,30,1,9,Sales,Heal.,Yes,None,Hybrid
1,South America,High,Average,49,39,2,24,Marketing,IT,No,None,Onsife
10,North America,High,Poor,59,34,5,28,Designer,Education,No,None,Remota
1,North America,High,Average,46,48,2,13,Marketing,Healthcare,No,Daily,Hybrid
4,Asia,High,Good,31,58,4,27,Project Manager,Finance,No,Daily,
4,Oceania,Medium,Poor,22,46,2,29,Marketing,Reyail,No,Weekly,Ramote
3,Asia,High,Good,41,28,5,15,Project Manager,Manufacturing,No,Daily,Onsite
9,North America,High,Good,47,23,3,22,Software Engineer,Healthcare,Yes,Daily,Hynrid
3,Asia,Low,Good,44,54,3,32,Software Engineer,,Yes,None,Hybrid
3,Africa,Medium,Poor,50,43,2,18,HR,Consulting,No,Weekly,Remote
9,Europe,Low,Poor,55,41,3,25,Designer,Retail,Yes,Daily,Onzite
1,South America,Medium,Average,54,43,5,30,Marketing,Finance,No,Weekly,Hybrid
10,Africa,Medium,Good,27,36,5,1,HR,Education,Yes,Daily,
2,Africa,Low,Good,45,58,4,12,Software Engineer,Finance,No,None,Remote
2,North America,Low,Poor,48,23,1,4,HR,IT,Yes,Daily,Onsite
4,Oceania,Low,Good,58,38,1,27,Marketing,Finance,Yes,None,Remote
1,South America,Low,Good,20,35,4,28,Marketing,Consultinj,Yes,Daily,0nsite
5,Oceania,Low,Good,49,51,3,19,HR,Retail,No,Weekly,Hybrid
3,North America,High,Average,36,28,4,15,Software Engineer,Consulting,Yes,None,Onsite
9,North America,High,Average,33,42,5,30,HR,,No,None,Onsite
7,Asia,Low,Poor,40,56,2,11,Marketing,,Yes,Daily,Onsite
3,Asia,Medium,Average,20,49,3,35,Project Manager,IT,Yes,Weekly,Remote
7,Oceania,High,Average,28,45,2,31,Data Scientist,Reta9l,Yes,Weekly,Onzite
3,Africa,Low,Good,28,37,1,14,Sales,Heal.,No,Weekly,Hybrid
7,South America,High,Average,31,23,5,9,Marketing,Reta.,No,Weekly,Hybrit
2,Oceania,Low,Average,45,37,1,27,Data Scientist,,Yes,None,Hybrid
2,Asia,High,Poor,34,59,1,8,Data Scientist,Financa,Yes,Weekly,
1,Asia,Medium,Average,31,50,2,14,Software Engineer,Finance,Yes,Weekly,0nsite
1,Africa,Medium,Good,55,46,2,14,Data Scientist,Manufacturinj,Yes,None,Kns8te
4,Asia,Medium,Average,35,54,5,20,Data Scientist,Vinance,No,Weekly,Omsite
2,Oceania,High,Poor,24,38,3,10,Marketing,Edu.,No,None,Jybrir
5,South America,High,Average,60,55,1,17,Designer,Finance,No,Weekly,
9,South America,Medium,Good,20,49,2,17,Designer,ID,Yes,Daily,Re.
3,North America,High,Average,28,41,3,19,Sales,Education,Yes,Daily,Hybrid
4,South America,Medium,Poor,26,22,5,31,Marketing,Retail,Yes,Daily,Hybrid
5,Asia,Medium,Average,27,52,1,35,Project Manager,IT,No,Daily,Hybrit
5,North America,Low,Average,32,28,1,28,Marketing,Man8fact7rijg,No,Daily,Onsite
10,Asia,Medium,Poor,20,50,5,20,Project Manager,Retail,No,Weekly,Hybrid
1,South America,High,Average,43,35,3,6,Software Engineer,Finance,No,Weekly,Remote
1,Africa,Low,Average,49,33,3,6,Project Manager,Education,No,Weekly,Remote
3,North America,High,Average,48,47,3,9,Marketing,Manufa.,Yes,Weekly,Hybrid
5,Asia,Low,Poor,28,51,1,26,Designer,Retail,Yes,Weekly,
1,North America,Medium,Good,25,57,3,13,HR,Edukation,No,Weekly,Hybrid
2,North America,Low,Average,40,59,5,10,HR,Education,Yes,Daily,Onsite
9,Oceania,High,Average,52,25,3,34,Data Scientist,Education,No,Daily,Hybrid
10,Asia,Low,Poor,22,42,2,18,Marketing,Finance,No,Daily,Remote
3,South America,Medium,Good,28,34,4,31,Project Manager,Reta.,No,None,Hibrid
4,North America,Low,Average,49,33,3,4,HR,Manufacturing,Yes,None,Onsi.
4,South America,Medium,Good,49,23,2,24,Data Scientist,Finance,No,None,Hybrid
2,Europe,High,Poor,57,23,3,31,Marketing,Education,No,None,Remote
4,Africa,Low,Average,21,54,5,2,Data Scientist,IT,Yes,None,
4,Africa,High,Average,52,34,3,25,Project Manager,IT,No,Daily,Remota
10,Europe,High,Average,40,54,3,24,Data Scientist,Retail,No,Weekly,Remote
3,Oceania,High,Good,46,43,5,14,Designer,,No,Weekly,0nsite
4,Asia,High,Poor,48,53,2,34,Software Engineer,Consulting,Yes,None,Onsita
5,Asia,Medium,Average,47,59,2,12,Marketing,Con.,Yes,None,Hybrid
2,Africa,Medium,Poor,48,33,3,29,HR,Consulting,No,None,Hybrid
9,Oceania,Low,Good,51,58,2,11,Data Scientist,IT,No,Daily,Hybrid
5,Oceania,Medium,Average,21,36,5,3,Marketing,Manufacturing,Yes,Daily,Hybrid
4,North America,Low,Poor,60,27,1,8,Sales,Healthcare,Yes,Daily,0nsite
2,Oceania,Low,Average,27,32,4,7,Designer,,Yes,Daily,Ons8re
4,Oceania,Medium,Good,51,40,3,12,Sales,Manufacturing,Yes,Weekly,Remota
5,Oceania,High,Average,29,59,2,6,Data Scientist,Education,Yes,None,Onsite
1,North America,Medium,Poor,39,55,4,33,Data Scientist,F8nance,Yes,Weekly,
4,Oceania,High,Poor,53,24,2,18,Sales,,No,Daily,Ramote
3,South America,Low,Good,27,50,1,30,Marketing,Manufacturing,No,Daily,Onsite
2,Oceania,High,Average,46,49,3,21,Sales,Retail,No,Daily,Remote
1,North America,Low,Good,42,46,1,26,Software Engineer,Manufacturing,No,None,Hybrid
1,Europe,Low,Average,51,27,3,22,Marketing,C.,Yes,Weekly,Hybrid
1,North America,Medium,Average,22,47,1,35,HR,Manufacturing,No,None,Onsite
5,North America,High,Poor,40,47,5,8,Marketing,Retail,No,None,Onsite
4,South America,High,Poor,35,41,3,21,HR,Konsulting,Yes,Weekly,Hybryd
3,Asia,High,Average,33,30,5,12,Project Manager,Finance,No,Daily,Onsite
2,South America,High,Average,45,27,3,25,HR,Retaio,Yes,Daily,Remote
1,North America,Medium,Average,37,48,1,30,HR,Healthcare,No,Weekly,Hybrid
3,Europe,Medium,Good,41,28,5,13,Sales,Education,No,Daily,Remote
3,Africa,Medium,Good,52,25,3,29,Designer,IT,No,Daily,Hybrid
9,South America,Low,Poor,54,31,4,28,HR,Education,No,Weekly,Remote
2,Oceania,Low,Average,52,30,4,12,Designer,Healthc.,Yes,Daily,Remote
4,Africa,High,Average,32,30,1,13,Software Engineer,Educatyon,No,None,
3,Europe,High,Average,44,55,3,5,Designer,Education,No,Weekly,0nsite
2,Asia,Medium,Good,57,43,1,18,HR,Retail,No,Weekly,Onsite
3,Oceania,High,Poor,43,44,1,31,Sales,Co.,Yes,Daily,Onsite
8,North America,High,Average,54,54,5,19,Designer,,Yes,None,Hybrid
2,Africa,High,Average,43,53,5,32,Data Scientist,YT,No,Weekly,Hybrit
2,Asia,High,Average,32,53,5,25,Project Manager,Heal.,Yes,None,Onsite
3,Europe,High,Average,58,23,4,34,Sales,Manufacturing,Yes,None,Remote
1,Europe,Medium,Poor,45,50,3,27,HR,Rduca6ion,No,None,Hybrid
2,Oceania,Low,Good,49,42,3,7,Designer,Education,Yes,None,Onsite
5,Africa,Medium,Poor,26,47,4,24,Project Manager,Consulting,Yes,Weekly,Remote
2,Africa,High,Good,39,37,2,1,Designer,Retail,No,Daily,Onsite
1,Africa,Low,Poor,28,40,4,17,HR,IT,Yes,Weekly,
8,Asia,Medium,Good,53,43,4,32,Marketing,Retail,Yes,Weekly,
4,Oceania,Low,Good,22,33,4,5,Software Engineer,,Yes,Weekly,Hybrid
2,South America,High,Good,57,53,4,5,Project Manager,Education,Yes,Weekly,Onsite
9,North America,Medium,Good,57,39,3,29,Sales,Healthcare,No,Daily,Hybrid
5,Africa,Low,Good,59,44,1,3,HR,IT,Yes,Daily,Onsite
9,Europe,Low,Average,32,41,1,16,Data Scientist,IT,No,Weekly,Hybrid
0,South America,High,Average,54,49,1,6,Data Scientist,Manufacturing,Yes,Daily,Hybrid
2,Oceania,Low,Poor,59,27,5,10,Software Engineer,Healthcare,No,None,0nsite
9,Africa,Low,Average,20,36,3,34,Data Scientist,,Yes,None,Hybrid
5,North America,High,Poor,52,26,1,1,HR,Manufacturing,No,Weekly,Remote
8,Europe,High,Average,33,36,1,9,Data Scientist,,No,None,H.
5,Africa,Medium,Good,34,47,3,9,Sales,IT,Yes,Weekly,Onsite
8,South America,Medium,Poor,30,53,4,12,Sales,Finwnc4,No,Weekly,Remote
5,Europe,Low,Poor,22,22,3,23,Project Manager,Retail,No,Weekly,Onsite
4,Oceania,Low,Average,25,33,1,1,Marketing,Finance,No,Daily,Hybrid
3,South America,Low,Good,60,31,2,21,Project Manager,Manufacturing,No,None,Remote
2,Europe,Medium,Poor,33,59,4,8,Marketing,Consultinj,No,Weekly,Onsite
5,Asia,Medium,Average,51,22,1,5,HR,Healt.,Yes,None,0nsite
8,Africa,Low,Average,60,28,4,14,HR,Consulting,No,None,Onside
2,Europe,Medium,Average,45,33,3,3,Marketing,Cons8ltiny,Yes,None,Htbr8d
5,North America,Low,Poor,55,37,2,11,Designer,Manufacturing,No,Weekly,Remote
5,North America,Medium,Poor,22,40,2,31,HR,Education,No,None,Hybrit
3,Asia,Low,Good,48,40,4,8,Software Engineer,Education,No,None,
2,Africa,Low,Poor,60,50,2,17,HR,Education,Yes,Daily,Onsita
10,North America,High,Good,23,37,1,1,Data Scientist,Finence,No,Weekly,Hybrid
3,Oceania,Medium,Good,44,40,2,33,HR,Fjnance,No,Weekly,Hybrid
9,Asia,Medium,Good,51,51,5,26,Sales,Education,Yes,Weekly,O.
1,North America,Low,Average,24,35,3,21,Sales,Reteil,No,Weekly,
3,North America,High,Average,41,44,4,21,Data Scientist,IT,Yes,Daily,O.
9,Oceania,High,Poor,20,33,4,4,Designer,Retail,Yes,Weekly,Rem.
3,Oceania,Low,Good,44,53,5,25,Sales,IT,Yes,Weekly,Onsite
10,Asia,Medium,Good,37,50,1,13,Sales,I.,Yes,None,Remoge
4,South America,Low,Poor,48,58,3,20,HR,Retail,No,Daily,Hybrid
4,Europe,Medium,Average,42,44,1,9,Data Scientist,Finance,Yes,None,Hybr.
1,Europe,Low,Poor,57,45,2,26,HR,Finance,Yes,Daily,0nsite
1,Europe,Low,Poor,39,53,5,12,HR,IT,Yes,Weekly,Onsite
4,Africa,Low,Good,34,45,1,25,Software Engineer,Healthcare,Yes,Weekly,Hybrid
5,North America,High,Average,22,23,1,30,HR,Education,No,None,Inqite
10,North America,Low,Average,29,44,3,31,Sales,Finanke,No,Daily,Hybrir
